profile,N,mean_GAP,SD_GAP,median_GAP,pct_INT_gt_BE
0,281,0.46045380709240175,0.684082858652166,0.4020544781760812,70.1067615658363
1,125,-0.22592319747638773,0.5752052930958519,-0.11913422995160272,26.400000000000002
2,108,-0.6894313751171478,0.637063519824041,-0.5925900593812963,0.0
3,264,-0.22528648658170775,0.7089466177029332,-0.24220692588632203,38.63636363636363
4,245,0.08531836498678942,0.5881630257570682,-0.13796918426078514,44.89795918367347
5,70,-0.9218494846940715,1.0501195799807757,-0.6591578923884689,12.857142857142856
6,73,1.046761169433252,0.6665567262600767,0.83784039898741,100.0
