profile,matched_frozen_profile,N,percentage,mean_INT,mean_BE,mean_z_INT,mean_z_BE,mean_GAP
0,1,215,19.128113879003557,3.0620155038759687,3.317441860465116,-1.0908043988973863,-0.6106780946065234,-0.4659236405746222
1,6,180,16.014234875444842,4.801851851851851,4.0625,1.1824158687805488,0.3656133647712428,0.8164744854095943
2,4,236,20.99644128113879,4.0,3.827330508474576,0.13583323132293532,0.06949994306319225,0.0819553831183898
3,2,104,9.252669039145907,4.612179487179487,5.0,0.9708893707179823,1.608862131693438,-0.6741788720631122
4,5,67,5.960854092526691,2.2039800995024876,2.2276119402985075,-1.6986371696839686,-1.562537373511603,-0.14046061030069562
5,3,159,14.145907473309608,3.6394129979035643,3.707547169811321,-0.39661443805979013,-0.12385819266676436,-0.22974940491352933
6,0,163,14.501779359430605,4.333333333333333,3.986196319018405,0.5708091629667501,0.29944024393515667,0.3062719257658788
