profile,N,percentage,INT_mean,BE_mean,INT_minus_BE,mean_max_posterior
0,281,24.09948542024014,0.7549731879199317,0.2946301604115101,0.46034302750842165,0.9998092416642265
1,125,10.720411663807889,-1.1529575207988971,-0.955691737817171,-0.19726578298172615,0.8810004985136758
2,108,9.262435677530018,0.7758909057696088,1.6065585012004528,-0.830667595430844,0.7535988071851006
3,264,22.641509433962266,-0.4369813869410904,-0.2197273382996452,-0.2172540486414452,0.7967240242563083
4,245,21.012006861063465,0.1423966001964976,0.0723617126953837,0.0700348875011139,0.9998125950042911
5,70,6.003430531732419,-2.0796653783914336,-1.1682525030891442,-0.9114128753022894,0.8706371431235015
6,73,6.260720411663807,1.449754362630483,0.7099256034272704,0.7398287592032126,0.9999206789776977
