bootstrap,converged,n_iter,log_likelihood,BIC,matching_cost,matched_size_p0,mean_zINT_p0,mean_zBE_p0,matched_size_p1,mean_zINT_p1,mean_zBE_p1,matched_size_p2,mean_zINT_p2,mean_zBE_p2,matched_size_p3,mean_zINT_p3,mean_zBE_p3,matched_size_p4,mean_zINT_p4,mean_zBE_p4,matched_size_p5,mean_zINT_p5,mean_zBE_p5,matched_size_p6,mean_zINT_p6,mean_zBE_p6
153,True,77,-625.8059474561868,1541.1266039557015,1.4228288229644117,257,0.7704168325409713,0.16425171903100427,112,-0.9521247602977883,-0.759605921846388,97,0.8964152106567618,1.6106157265880123,194,-0.44051107482719504,-0.28454465985379274,253,0.1579852319966995,0.05244399175709915,150,-1.555592845561678,-0.9378522534822086,103,1.2719109807153839,0.8519170334483129
154,True,32,-863.2339961099491,2015.982701263226,1.929952935082689,276,0.7940626777321684,0.3123707963447662,108,-1.1803996381268587,-0.7186845542880661,1,0.3138419636474582,1.3947508336837835,283,-0.3569603528275378,-0.09375643504222823,266,0.19531679915693773,0.1954713900071474,110,-1.6039685180054013,-1.3953309332946067,122,1.4942106460218982,1.0367108660987472
155,True,30,850.1776840213192,-1410.8406589993106,2.033971361226646,198,0.5814352611486007,0.45409933970681016,190,-1.0593867191842543,-0.7035291491721116,46,1.509503042804001,1.6296999847308091,185,-0.34663252050679827,-0.18715263369786847,241,0.1174013703209013,0.13395337854435355,102,-1.7773475343485716,-1.1448828075265742,204,1.2183073588855902,0.47523480859128275
156,True,48,-614.6451849168113,1518.8050788769506,1.9426431103428305,278,0.7460586904934003,0.27818494827676005,19,-1.470137938523017,0.069585910048282,59,0.7519136879077681,1.5690007725536974,299,-0.5720546077185473,-0.2957472264790715,236,0.1375828391471507,0.09548340000752364,143,-1.5712308617144068,-1.3825268938601116,132,1.4243870405822667,0.7813595306548742
157,True,38,-1096.0245226985528,2481.5637544404335,3.2778739459377424,222,0.832847537327284,0.06824117475719087,25,-1.4818623571485032,0.6067691736879958,100,0.9432334544250572,1.6191284498681782,257,-0.5369786994508474,-0.3120902642607065,243,0.13224063528007388,0.08170560794207563,168,-1.4819201149602859,-1.340621540763465,151,0.9796850050759104,0.8858744343532252
158,True,50,-565.0465637724284,1419.6078365881847,2.083753760539219,266,0.7662887062974143,0.27309053402750233,12,-1.3100370883388985,0.17300119237509895,54,0.7584071864685712,1.5873135861297283,334,-0.5781341316015314,-0.2324002231391638,262,0.15544649210429515,0.07427605453252906,112,-1.7049282676755175,-1.6332753696422195,126,1.443957936134686,0.8515259443329515
159,True,47,27.47125429544667,234.57220045243463,1.5484946579208836,219,0.7423508407970765,0.23373733283704692,244,-1.0263097426575627,-0.612759232194542,85,0.8466677874968851,1.336257618449026,140,-0.30889928986081105,-0.14838063906978347,297,0.1374161648823189,0.13425835737878253,61,-2.1683868097528487,-1.6025024823546743,120,1.4763625291117053,0.8974393409420901
160,True,33,-5.343512593628647,300.20173423058526,3.114721713992347,187,0.5368820052804132,0.2734091833943643,26,-1.4997016080389487,0.41688137654093327,118,0.9141807572723748,1.5893305749359357,247,-0.5678275587659625,-0.3518998446325038,253,0.08941637400309901,0.009287416996118191,147,-1.5148340638547404,-1.2685907629578996,188,1.1584925040603202,0.3053454309810808
161,True,35,-598.4945177342481,1486.5037445118242,2.39464837099855,287,0.7587878614078059,0.20384388989967667,28,-1.4345450550921668,0.4024908175484824,56,0.7078310769362866,1.6165307184868665,247,-0.509226665906827,-0.1733900901693195,262,0.10606495356339674,0.08801724754317754,163,-1.425529051733303,-1.2587799765340972,123,1.4751247600754414,0.7666827429605197
162,True,74,834.5341929800904,-1379.553676916853,1.9671431388625937,179,0.5645359466584763,0.3386406600533526,113,-1.2435278911666083,-1.0421206522347772,142,1.0105040454415282,0.5246472636553472,271,-0.4744356674590016,-0.1208986054897526,268,0.11856784787542517,0.1556077006144331,71,-1.923575661634849,-1.240964093477558,122,1.4564721442245794,0.8847626859164918
163,True,41,-107.11872718499173,503.75216341331145,4.34892075119451,252,0.09996242965658156,0.08593521449985737,72,-1.7724583008225847,-1.5677343440637392,118,0.929467315503361,1.6276578865494764,176,-0.9142735212332669,-0.46755271670675885,161,-0.3317271739714718,-0.22757262656554206,26,-2.841646295099287,-1.3307305296048972,361,0.855553256883331,0.23984351245611055
164,True,29,-542.79543401746,1375.105577078248,3.8526155389767167,139,-0.4439650390806355,0.5004590861284083,78,-0.28309374628043915,-1.0782341851926713,120,0.8793652778463911,1.6092550313923506,131,-0.24620407875823783,-0.4421932557105802,226,0.10605531645458748,0.04329953411430201,171,-1.384761770733239,-1.3806637540495403,301,0.9094642165362844,0.47807677998811676
165,True,60,-913.2344566749368,2115.9836223932016,1.6774332167721753,247,0.743268678214009,0.3254749549895068,44,-1.2503953359892077,-0.4359319969673199,72,0.7985375251905719,1.419372147919756,283,-0.4436712542347843,-0.18299878688269608,242,0.14117627368072203,0.17251706554896068,151,-1.5258291352017117,-1.3828970502959705,127,1.465129639190553,0.9049262622827464
166,True,23,-824.1875839779366,1937.889876999201,2.895238366837486,293,0.9408611474115108,0.3834699233825554,83,-0.5285895306235365,-0.697177919421741,58,0.7510718893230655,1.5113030863426955,242,-0.6153175489150646,-0.017731700944421884,273,0.1392119638685269,0.1306239436144644,159,-1.412716843507641,-1.3517664363588622,58,1.46248220737969,1.6053022442827685
167,True,56,-33.36063578604953,356.235980615427,2.2300978718435576,199,0.6129677406070915,0.4425391266981075,167,-1.2964520820944638,-1.0872504311088078,86,0.8883167654861918,0.735276415823751,231,-0.45232877225058366,-0.08804582945550041,282,0.18059001190299684,0.19102197321263326,39,-2.126948233172352,-0.886401747754677,162,1.20548890716074,0.38205650603394387
168,True,46,-364.5691739325214,1018.6530569083707,4.813675891019638,269,0.15899814850277888,0.0812973455041369,247,-0.9959331564718619,-0.7418050511672939,76,1.1592667154932599,1.5804526304988584,26,-1.9086451070545332,0.613185324096514,145,-0.268171992405609,-0.08094559452861642,46,-2.363428643242214,-1.8747993119428448,357,0.903048480978181,0.37643384537125096
169,True,50,-8.80253595487686,307.11978095308166,5.24197478976147,276,0.14538081812371673,0.17247157675121005,243,-1.0490235416355016,-0.7234450836678604,56,1.4731669846948936,1.59087682778411,17,-2.0040060023244335,0.3459541994572687,157,-0.29721457073334306,-0.14769393792552177,40,-2.2455492655946476,-2.0093254263834157,377,0.8720751291893508,0.4044394057172623
170,True,37,-697.8552149396808,1685.2251389226894,0.5792403029671075,267,0.7685633350805752,0.27567072321741704,175,-1.1826983493253542,-0.9843834487483102,62,0.7839454374688638,1.6389126106729424,252,-0.4363420363756359,-0.26639901590313514,240,0.15636988773945917,0.0474002467507738,49,-2.245864150863482,-0.9268314148091297,121,1.5036158663419947,0.8091116346123939
171,True,33,-48.21420663144697,385.9431223062219,1.8392924974217921,226,0.7169454505716166,0.15456687102847858,263,-1.1416061298510793,-0.6809267809472944,105,0.760032013348331,1.2335023654968105,166,-0.3325479940831751,-0.1818421149810701,241,0.11212053928951092,0.08949025151587141,35,-2.1785134570438474,-1.8492601605648125,130,1.4461261394075693,0.9216383086423682
172,True,38,-1051.3902881690044,2392.2952853813367,3.532762274559997,54,-0.8959434603002417,0.7910399103815476,164,-1.1879830865116259,-1.115712379802239,96,0.9675240945836125,1.6573962654232266,215,-0.4122703444222522,-0.2981527705139106,254,0.16399904297907955,0.11858935623244583,37,-2.2241187807142286,-1.8395282697276618,346,0.9296266909000559,0.36003464638226756
173,True,62,34.84654602493127,219.82161699346543,4.792046257812098,290,0.7726136262904896,0.45592088191691943,253,-0.9755571646039523,-0.7190961149112729,22,-1.8581559115684518,0.4881521659996552,169,-0.2490137333264396,-0.11781725606833557,260,0.1736209290587538,0.17977260059238537,45,-2.413909660562752,-2.0522498158253293,127,1.4415249162143315,0.9114347833231562
174,True,43,-573.4402211747797,1436.3951513928873,0.9591310405421339,262,0.7612208991729799,0.2664179101450965,152,-1.1788802489381234,-1.1908268099608736,124,0.7279674265063018,1.5543086391323206,276,-0.484849174686072,-0.15080348703699298,245,0.18794977389506226,0.08934598609452872,39,-2.5294488394247288,-1.219159097492313,68,1.4426221194769904,0.7468319623012458
175,True,40,-1040.8657500095824,2371.2462090624927,1.679710471218009,156,0.7717743323255659,-0.2976073045208048,164,-1.2311279703620563,-0.9854150611787795,108,0.8287517737233341,1.6282411670338814,260,-0.4178772461477249,-0.2697438748988526,252,0.16545984781556208,0.1055463645542671,34,-2.4350971533535097,-0.9810005173691725,192,1.0030812431230998,0.6492444337546008
176,True,49,-556.7842156241347,1403.0831402915974,1.1751792224731865,285,0.7243736258155219,0.26101039715688323,69,-1.2796141512044155,-0.6665458937541013,120,0.7773843555977205,1.5736116806192637,241,-0.45883061278527926,-0.16796414546042404,244,0.12189686897769772,0.046612007712781046,135,-1.4713493339130856,-1.3105065261538373,72,1.417931056467019,0.7691609593087035
177,True,46,-120.97834006772457,531.4713891787771,1.642496747965541,249,0.7139745502929606,0.13586396148577776,177,-1.2238176496279198,-0.6314087791679769,92,0.7927228622362114,1.3742921339858694,144,-0.33645258113113047,-0.1814277912334081,262,0.10884107335115979,0.12883123361852772,119,-1.6210349628303091,-1.3463058037882916,123,1.4447220367980327,0.9583420231004622
178,True,54,-253.09090829105676,795.6965256254415,2.441484746862534,178,0.57990732793253,0.4326731658724852,150,-1.4682719409054419,-1.33949540253884,67,1.3203419561390801,1.6277383079688053,312,-0.5593632538145095,-0.18505420101714815,252,0.14812447712197474,0.1413609424949462,14,-1.8416459709209896,-0.6307879608970197,193,1.1908039313470766,0.41468120520469676
179,True,57,-171.9751748536789,633.4650587506858,2.17825525292474,182,0.7527594322967189,0.07326196794457546,178,-0.5073487706327029,-0.556444193681971,84,0.7883357465988706,1.3327881904694405,248,-0.589837255157318,-0.10968574639289369,255,0.14297622704879082,0.17042938052036571,93,-1.7507926600602288,-1.3999380919292606,126,1.45221926950081,0.9449483694939941
180,True,66,946.1302583981544,-1602.745807752981,2.108988727518586,189,0.559910150756285,0.21615808819760982,219,-1.0877648251654333,-0.5894847097577902,113,0.8991372390992359,1.5826136973889458,157,-0.32591784894769005,-0.21659577967787463,267,0.11699615090429828,0.07123050745779813,51,-2.3436671846144104,-1.948898984286093,170,1.182630477639288,0.359528663535765
181,True,35,-218.48404340506096,726.4827958534499,3.255212497440067,10,0.23174995176754784,-1.0879066003714077,214,-1.1054164269299505,-0.6303984537774773,95,0.9540515630453473,1.650871625634858,175,-0.31326040103405,-0.18307581945182866,248,0.12948096576074056,0.12896883981193044,74,-1.8872807501455047,-1.579183584631146,350,0.9137027287431765,0.3908858135585762
182,True,46,-278.17502709153575,845.8647632263994,4.729918758093214,248,0.14502981616399702,0.19487420173997208,210,-0.9230239759033627,-0.5427890521037834,99,1.0852919926411784,1.6256798197596352,19,-1.7467995573152513,0.5833068744241348,157,-0.29765281642035024,-0.15142526390845856,87,-1.8294597455134374,-1.7428303901751083,346,0.9254132421285166,0.2888146891830717
183,True,57,-418.22079801045595,1125.9563050642398,3.4363292168462385,222,0.13338940220236625,0.10117142645350587,100,-1.4722055802815444,-1.1851459111401847,100,0.9517904503471271,1.6444405039294776,134,-0.849387639007531,0.01614588122789614,156,-0.2950735260840221,-0.19408793133040833,79,-1.7663940602482593,-1.6104032939648172,375,0.9005818268171987,0.30376776488355817
184,True,23,124.32538627783545,40.86393648765707,2.2149815252091365,186,0.5874824987874971,0.48799382371124717,159,-1.334807264808055,-0.9410145691399974,70,1.4719300050318094,1.583268960375497,250,-0.471209900323273,-0.12237468809043295,296,0.14525874566533967,0.1070183328326256,42,-1.8350224914396818,-1.656930999377155,163,1.1986811843917315,0.40391313527725203
185,True,32,-270.47727802727866,830.4692650978852,1.9769440676518357,207,0.8505084553308372,-0.05226672443608012,214,-0.9776327876088013,-0.48966198046153214,106,0.8388816460346586,1.6357991860962402,147,-0.32761000163967136,-0.20908732874969485,257,0.12179383590368914,0.055075171490628336,84,-2.026578355900044,-1.6254458471830409,151,1.0102101858237942,0.8183539850944491
186,True,31,-1021.1225110073095,2331.759731057947,3.0876280446673103,225,0.775039174391004,0.1401149045818468,175,-1.3474486098632217,-1.2726230105806045,113,0.7864114590900635,1.1823876609853174,248,-0.44237601723109043,-0.09561442008654751,263,0.16252087026827694,0.17580664276680547,41,-1.412911567284801,0.4186107070512884,101,1.4907872352178857,0.8901143271953823
187,True,43,164.39005508742935,-39.26540113153072,2.5836296914708816,254,0.17759672331269352,0.24135555896703928,138,-1.1704276892347014,-0.9600135965067044,78,1.1776017450004501,1.5966060703010183,116,-0.6590811731826632,-0.3076276534323435,141,-0.2407422249349851,-0.08282462721623265,84,-2.116695262058675,-1.4326198187123576,355,0.9045199466336511,0.329583759014653
188,True,64,655.7036156954804,-1021.8925223476328,4.619613226307675,290,0.7624336117757443,0.3930809822036312,31,-1.5456580034143719,0.2627820451591976,284,0.1394493541053926,0.1611474068664405,98,-0.7638725730439858,-0.2048086046235721,174,-0.3122116094692966,-0.22674207382778386,161,-1.7046632867219897,-1.4705933145406533,128,1.4944322448294585,1.0149194084492623
189,True,67,452.2136430199472,-614.9125769965665,3.844309057784447,331,0.7043642698022682,0.4127247582465374,64,-1.6168425311791141,-0.6644375173208893,262,0.11219098686474166,0.13972995512610137,87,-0.7628236665418782,-0.2252461969792389,167,-0.3253163398385679,-0.17125255781855053,125,-1.822193607160925,-1.7026289139122244,130,1.4247129669746712,0.818761567623141
190,True,49,676.2227990203246,-1062.9308889973213,3.7632012290668717,187,0.5945084757316551,0.32918772657600415,188,-1.355847529263402,-1.2804461426852953,121,1.015393043250243,0.5678145612952715,270,-0.4239111516624756,-0.06690059429063332,251,0.17362390821306944,0.14971137802493067,25,-1.960708228607227,0.46985410076024586,124,1.4362776107688284,0.9805076291740175
191,True,35,944.473166700535,-1599.431624357742,2.4923075241890347,181,0.5364337664184213,0.3763162717048894,197,-1.1550703507090296,-0.4124155836646276,62,1.4312574740634565,1.5705591705989275,179,-0.3583899412266141,-0.16971400103242576,251,0.08902191259590377,0.05086266614582474,83,-1.698406646287096,-1.5282157972837185,213,1.147699806356514,0.4722874738258955
192,True,31,-1624.0768353334197,3537.6683797101673,4.603446167406725,43,0.3802787613353735,-1.0767939110122073,10,-1.2785623004530475,0.42033612769358875,99,1.0965592764415537,1.5260094054168858,388,-0.6543247497888108,-0.2250155196328664,245,0.17922609126208264,0.15004254087682495,81,-1.5864909188587897,-1.4581250417321132,300,0.9303359013812591,0.42186947715102124
193,True,41,1383.2814173319134,-2477.048125620499,3.07751392112175,195,0.592029259657042,0.4165909611008104,179,-0.9873095318075458,-0.27761505136140924,133,1.0423267917901897,0.4645481082437297,174,-0.30856580460924865,-0.1338116197485346,207,0.14173172752389765,0.22096609912104348,152,-1.54620917300924,-1.373875827098939,126,1.4926243239233359,0.8310224925748743
194,True,45,-2089.369982706671,4468.254674456671,3.499224720649034,169,0.6388059239289763,0.43004434281824333,187,-0.30410049631107666,-0.5999304656306231,53,0.6968380578941661,1.4954040677831064,159,-0.38538377558006315,0.36523049127603563,251,0.19803646053361684,0.39193667124700116,136,-1.400846095834174,-1.2483362528630524,211,1.0413610650959775,0.1801953472475297
195,True,35,1531.2011100314007,-2772.8875110194735,2.3936213411878056,170,0.569129487300758,0.42647856022264596,257,-1.0332572442409396,-0.6025442575320819,149,1.0169061284564158,0.47903301705335893,131,-0.32642379501055635,-0.24278625433110673,283,0.1213528461451007,0.1261308859835512,57,-2.1828139810410265,-1.434068815780791,119,1.464682769612072,0.8933923362484917
196,True,64,-1041.586119110662,2372.6869472646517,4.062260487786672,43,-0.5927706161116463,0.4216592611837885,307,-0.8205028865631693,-0.6270076177072667,112,1.0119853937599088,1.5994327530198855,74,-0.25366100022719373,-1.0020217809928778,249,0.13878214226473887,0.09429770398450572,54,-1.6849285963566472,-1.4794267969977624,327,0.8607706185756683,0.3771743420743687
197,True,40,133.75439808204095,22.00591287924607,1.5313427019709847,265,0.7974315515664971,0.29815815542428004,254,-1.0133106422578235,-0.5935694506724916,77,0.6848410473902021,1.5603811745441585,148,-0.24990475655231467,-0.036769658091595,242,0.18306544573594472,0.061665951084760945,71,-1.9998144859266607,-1.7988254826154273,109,1.4819760526007233,0.7595903250087181
198,True,48,364.634594482606,-439.75447992188407,4.780306308731805,278,0.10507060889748254,0.09538623568707923,26,-1.763756348956789,0.4159488709471301,89,1.2286947326025215,1.6223411199038267,100,-0.8195507494003641,-0.14401466160944626,170,-0.35724007025144133,-0.2309185768056357,154,-1.7185709363236703,-1.480793285542987,349,0.8997154210793803,0.2868256950255668
199,True,37,-886.3844256052498,2062.2835602538275,1.6512981973046494,344,0.7253636474522581,0.36888742147352865,88,-1.2513180125085817,-0.8473800649066512,22,0.14406191384550524,1.4771274575489524,221,-0.4767069176991043,-0.22555313195100699,253,0.13218053515214517,0.18706946889675613,116,-1.7250976444157502,-1.5289289131971882,122,1.388613991571172,0.8120322519427418
