respondent,assigned_class,post_profile_0,post_profile_1,post_profile_2,post_profile_3
165,2,0.0,0.0020339864351423356,0.9979660135642506,6.069687670896525e-13
166,1,0.0,0.6506082341842176,0.31220821181599095,0.037183553999791376
167,3,0.0,0.09183068977857348,0.006544865338345462,0.901624444883081
168,1,0.0,0.4582307571548351,0.14035414825551804,0.4014150945896471
169,3,0.0,0.2815589899923591,0.08048448502196962,0.6379565249856713
170,1,0.0,0.4582307571548351,0.14035414825551804,0.4014150945896471
171,3,0.0,0.09183068977857348,0.006544865338345462,0.901624444883081
172,1,0.0,0.5807358242007901,0.07340702621691364,0.34585714958229624
173,1,0.0,0.555942264486605,0.15939699079716022,0.2846607447162349
174,0,0.999484248141678,6.72750990520495e-05,8.881408760737928e-05,0.00035966267166248503
175,1,0.0,0.7771378932986712,0.030450431541967207,0.19241167515936142
176,1,0.0,0.5091036488203741,0.484211107351618,0.006685243828007887
177,3,0.0,0.38764427252128814,0.08754839541220581,0.5248073320665059
178,3,0.0,0.09183068977857348,0.006544865338345462,0.901624444883081
179,3,0.0,0.142798694588616,0.033722385860989586,0.8234789195503944
180,1,0.0,0.555942264486605,0.15939699079716022,0.2846607447162349
181,3,0.0,0.142798694588616,0.033722385860989586,0.8234789195503944
182,3,0.0,0.07416132232020206,0.027128999191885855,0.898709678487912
183,2,0.0,1.2268044223335943e-05,0.9999877319557763,5.550080669147085e-21
184,0,0.9990419045582033,0.0006772900164160916,8.497463488407846e-05,0.00019583079049664243
185,1,0.0,0.7771378932986712,0.030450431541967207,0.19241167515936142
186,1,0.0,0.5091036488203741,0.484211107351618,0.006685243828007887
187,1,0.0,0.6535747938870106,0.3351288724235621,0.011296333689427363
188,3,0.0,0.32670167381842513,0.053662907842462054,0.619635418339113
189,3,0.0,0.4103258580493188,0.08845987829751854,0.5012142636531626
190,0,0.9992823545394433,0.00022472457833780718,0.00015131705610649403,0.0003416038261123498
191,3,0.0,0.142798694588616,0.033722385860989586,0.8234789195503944
192,1,0.0,0.4582307571548351,0.14035414825551804,0.4014150945896471
193,1,0.0,0.7574507279014654,0.04364372841904272,0.1989055436794918
194,1,0.0,0.5829240456605269,0.0621918709395751,0.3548840833998978
195,1,0.0,0.5829240456605269,0.0621918709395751,0.3548840833998978
196,3,0.0,0.4103258580493188,0.08845987829751854,0.5012142636531626
197,0,0.995479729125724,0.004505205086020342,9.567234735629245e-07,1.4109064782044729e-05
198,3,0.0,0.09183068977857348,0.006544865338345462,0.901624444883081
199,3,0.0,0.38764427252128814,0.08754839541220581,0.5248073320665059
200,0,0.9991990313715658,0.0003951942212012565,0.00013027261042945502,0.00027550179680332497
201,1,0.0,0.9584133369182583,0.005391850470643484,0.0361948126110981
202,3,0.0,0.2815589899923591,0.08048448502196962,0.6379565249856713
203,3,0.0,0.142798694588616,0.033722385860989586,0.8234789195503944
204,0,0.999484248141678,6.72750990520495e-05,8.881408760737928e-05,0.00035966267166248503
205,0,0.9992823545394433,0.00022472457833780718,0.00015131705610649403,0.0003416038261123498
206,3,0.0,0.38764427252128814,0.08754839541220581,0.5248073320665059
207,1,0.0,0.6535747938870106,0.3351288724235621,0.011296333689427363
208,1,0.0,0.6535747938870106,0.3351288724235621,0.011296333689427363
209,1,0.0,0.7771378932986712,0.030450431541967207,0.19241167515936142
210,3,0.0,0.3831707504643237,0.09747446008327508,0.5193547894524013
211,1,0.0,0.7574507279014654,0.04364372841904272,0.1989055436794918
212,1,0.0,0.4582307571548351,0.14035414825551804,0.4014150945896471
213,1,0.0,0.7317417251503741,0.24658149965377194,0.02167677519585385
214,3,0.0,0.142798694588616,0.033722385860989586,0.8234789195503944
215,3,0.0,0.09183068977857348,0.006544865338345462,0.901624444883081
216,3,0.0,0.19624449237532846,0.05782723800406879,0.7459282696206027
217,1,0.0,0.5807358242007901,0.07340702621691364,0.34585714958229624
218,3,0.0,0.4103258580493188,0.08845987829751854,0.5012142636531626
219,1,0.0,0.9960864224256889,0.003424128613256674,0.0004894489610546332
220,1,0.0,0.8093944203174294,0.1739528913009688,0.01665268838160182
221,3,0.0,0.3831707504643237,0.09747446008327508,0.5193547894524013
222,1,0.0,0.4582307571548351,0.14035414825551804,0.4014150945896471
223,1,0.0,0.6901359230567636,0.10985418498321238,0.20000989196002394
224,0,0.9990419045582033,0.0006772900164160916,8.497463488407846e-05,0.00019583079049664243
225,3,0.0,0.24423339641493363,0.0907778551926036,0.6649887483924628
226,0,0.9990419045582033,0.0006772900164160916,8.497463488407846e-05,0.00019583079049664243
227,3,0.0,0.19624449237532846,0.05782723800406879,0.7459282696206027
