profile,N,percentage,INT_mean,BE_mean,INT_minus_BE,mean_z_INT,mean_z_BE,mean_max_posterior,median_max_posterior
0,281,24.09948542024014,4.468564650059311,4.01067615658363,0.4578884934756813,0.7549731879199317,0.2946301604115101,0.9998092416642264,0.9999158604011552
1,125,10.720411663807887,2.8960000000000004,2.978,-0.0819999999999998,-1.1529575207988971,-0.955691737817171,0.8810004985136758,0.8884907451716046
2,108,9.262435677530018,4.5925925925925934,5.0,-0.4074074074074065,0.7758909057696088,1.6065585012004528,0.7535988071851006,0.8259512341149247
3,264,22.641509433962263,3.523989898989899,3.596590909090909,-0.0726010101010103,-0.4369813869410904,-0.2197273382996452,0.7967240242563083,0.9317669571278138
4,245,21.012006861063465,4.0,3.8316326530612246,0.1683673469387754,0.1423966001964976,0.0723617126953837,0.9998125950042912,0.9998372206426204
5,70,6.003430531732419,2.1142857142857143,2.732142857142857,-0.6178571428571429,-2.0796653783914336,-1.1682525030891442,0.8706371431235015,0.9665626416149284
6,73,6.260720411663807,5.0,4.092465753424658,0.9075342465753424,1.449754362630483,0.7099256034272704,0.9999206789776977,0.9999220682050702
