log_likelihood,log_likelihood_null,AIC,BIC,McFadden_pseudo_R2,converged,n_predictors,n_tests,specification,dropped_predictor
-1309.941088922808,-1880.8317857993964,2759.882177845616,3114.1755835293466,0.30353097027969833,True,13,65,A_primary,
-1321.1546691634662,-1880.8317857993964,2772.3093383269324,3101.296072176111,0.2975689377761418,True,12,60,drop_ATT,ATT
-1313.7986430804326,-1880.8317857993964,2757.597286160865,3086.584020010044,0.30147998720574676,True,12,60,drop_CON,CON
-1349.266791799022,-1880.8317857993964,2828.533583598044,3157.5203174472226,0.2826222940370221,True,12,60,drop_SNO,SNO
-1315.3812992475605,-1880.8317857993964,2760.762598495121,3089.7493323442995,0.30063852111660616,True,12,60,drop_COVID,COVID
-1344.213708454911,-1880.8317857993964,2818.427416909822,3147.4141507590007,0.2853089156595736,True,12,60,drop_PU,PU
-1318.1332294470844,-1880.8317857993964,2766.266458894169,3095.2531927433474,0.29917537581020426,True,12,60,drop_PEU,PEU
-1315.7060973573955,-1880.8317857993964,2761.412194714791,3090.3989285639695,0.3004658325687587,True,12,60,drop_PO,PO
-1358.6290082758162,-1880.8317857993964,2847.2580165516324,3176.244750400811,0.2776445939856509,True,12,60,drop_PRI,PRI
