profile,predictor,primary_beta,primary_p,primary_FDR_p,primary_OR,beta_drop_ATT,beta_drop_CON,beta_drop_COVID,beta_drop_PEU,beta_drop_PO,beta_drop_PRI,beta_drop_PU,beta_drop_SNO,p_FDR_drop_ATT,p_FDR_drop_CON,p_FDR_drop_COVID,p_FDR_drop_PEU,p_FDR_drop_PO,p_FDR_drop_PRI,p_FDR_drop_PU,p_FDR_drop_SNO,std_beta,std_FDR_p,n_FDR_sig_dropouts_of_total,fdr_sig_in_drop_ATT,fdr_sig_in_drop_CON,fdr_sig_in_drop_COVID,fdr_sig_in_drop_PEU,fdr_sig_in_drop_PO,fdr_sig_in_drop_PRI,fdr_sig_in_drop_PU,fdr_sig_in_drop_SNO,fdr_sig_in_standardized,primary_significant_FDR
3,ATT,-1.6109943851774788,4.3952684042144036e-05,0.00028569244627393625,0.19968894758642255,,-1.6899329780805514,-1.582325212211975,-1.6401976557345337,-1.6295030071939354,-1.8628802502461057,-1.4694282472825027,-1.72382020620083,,4.825224141709503e-05,0.0002454801909241993,0.00014789265442938262,0.00015632318391967613,6.599970800765428e-06,0.0008260257966787657,3.2424098021877805e-05,-1.2596157011877116,0.0002864775792583335,7,False,True,True,True,True,True,True,True,True,True
3,CON,-1.0162423147230224,0.02147503918813256,0.05816156446785902,0.3619524914986262,-1.2805994622111372,,-1.128701490542631,-1.0149748172134707,-0.8345951447946708,-1.2302749141087288,-1.1688240321396577,-1.6030183278539383,0.01034351240347387,,0.0311066299733318,0.04964508834744377,0.12437594167594349,0.01913931734544957,0.020027678818834327,0.0004832338539761084,-0.7901589076083797,0.05825119012654192,6,True,False,True,True,False,True,True,True,False,False
3,SNO,-3.211399651324129,2.013563776812275e-11,6.544082274639893e-10,0.040300167596174934,-3.316617676907391,-3.5525936912571727,-3.3705150191552624,-3.23602552118589,-3.37298618793014,-3.4215506323098483,-3.3587147882420765,,5.705626008417343e-11,2.0336238284168636e-12,4.816176373686403e-12,3.251493101304586e-10,2.574867452803258e-11,5.9636110698345544e-12,2.3282270245459935e-11,,-2.689068709968222,6.52174235787066e-10,7,True,True,True,True,True,True,True,False,True,True
3,COVID,-0.40959299628816576,0.36428097158294137,0.5303528575012589,0.6639204132264453,-0.635750805066191,-0.5540584518494797,,-0.4348780814240499,-0.47884896339635796,-0.3778328318619918,-0.9764065349067085,-1.3376444065191133,0.2546603271839062,0.3275788262760286,,0.498722180162094,0.43310728385248065,0.6295025070437041,0.061554461375638296,0.006797118213429515,-0.3155495351027102,0.5301446926834668,1,False,False,False,False,False,False,False,True,False,False
3,PU,-2.9182021055099603,3.3776700458560966e-10,5.488713824516157e-09,0.05403074160013286,-2.75629423264597,-2.9996272597570797,-2.8939845557564854,-2.9771498893665385,-3.003477484214846,-3.333385334330205,,-3.0795255952233407,2.1974905083946397e-08,1.3693307950773137e-09,1.3309650714024433e-09,1.1796827034957898e-09,8.088291279773473e-10,4.47338145457005e-12,,9.673431333067717e-11,-2.1879917696676467,5.436299062526185e-09,7,True,True,True,True,True,True,False,True,True,True
3,PEU,-0.4650994104409406,0.1822671366966293,0.32019902392651095,0.6280726651055132,-0.6476607193395231,-0.45524122094296005,-0.3962603387029423,,-0.6164678324109775,-0.5334764511448988,-0.7444531622722829,-0.6085531635545106,0.12037091780468219,0.32033601327921635,0.3746575511745804,,0.1329344263746063,0.23783391361569467,0.061554461375638296,0.11433317473678715,-0.4149433511867801,0.3202453227022207,0,False,False,False,False,False,False,False,False,False,False
3,PO,-0.5817147810857126,0.11159204073283872,0.22667133273857865,0.5589390861495124,-0.6703549508042359,-0.45395047126106947,-0.5460553668155981,-0.693807820907793,,-0.7086162986227188,-0.951318235418275,-1.0372125168846253,0.12037091780468219,0.3275788262760286,0.25207343760170686,0.1095594887808445,,0.14300400269211708,0.02033290676746552,0.008468841083460002,-0.5226486782414952,0.2263704203634882,2,False,False,False,False,False,False,True,True,False,False
3,PRI,-2.4291767962127944,1.735529061395428e-08,1.8801564831783805e-07,0.08810933467427193,-2.7703938957126018,-2.6080703814210184,-2.467524966604647,-2.4470037514762946,-2.4224773720042165,,-2.891576132123454,-2.715535261648495,6.418593358300798e-10,7.882213539823042e-09,9.019587600702526e-08,1.2276919378114177e-07,1.9289811459501772e-07,,8.165489294267585e-11,1.1462551324156908e-09,-1.7339702329010902,1.9085252395199217e-07,7,True,True,True,True,True,False,True,True,True,True
3,age,0.010427157322655046,0.7505456738238563,0.813091146642511,1.010481709570992,0.01479946122244105,0.0135547360179096,0.014239641711043973,0.008845518631661307,0.013892929356460632,0.0067975653392124075,0.01814910007759426,-0.0008130390881445386,0.7473351649584713,0.7422599264846419,0.7217410350129302,0.841891066221834,0.7486443121990244,0.859312557947264,0.6863297839565564,0.9796378393622955,0.08297280807249599,0.8132462576963712,0,False,False,False,False,False,False,False,False,False,False
3,gender,0.30168449758112337,0.5196576392106129,0.625256088204383,1.352134557681871,0.07291982394276054,0.36949182868248187,0.3027210618532195,0.34433790267296616,0.32395074800354257,0.2540813622004216,0.19740899510150645,0.4873308293546716,0.8950917627306982,0.5229117739620535,0.5951780212390894,0.5820786355236125,0.5807749343408598,0.7142854577851371,0.7665852489814268,0.4126286205783005,0.30103457479762463,0.6255785340961738,0,False,False,False,False,False,False,False,False,False,False
3,Education,-0.6118693202746672,0.04087244725252961,0.09941915391762414,0.542336121018729,-0.7247339138041294,-0.45541991510495566,-0.564559846618911,-0.5589023271376008,-0.5097037677473703,-0.5663933505104879,-0.5830648897275736,-0.7630773562689279,0.03828884916924786,0.2182910369182858,0.125006085632067,0.1195060657866138,0.17374321487844707,0.14636795728856666,0.09844819685452316,0.02134154161376061,-0.4445764099922678,0.09992840844831169,2,True,False,False,False,False,False,False,True,False,False
3,Occupation,-0.36597315712246176,0.0032573273954636587,0.013232892544071114,0.6935214170703716,-0.3639642372720671,-0.3334927958566276,-0.38464434349425575,-0.35984098476569687,-0.3737673912216994,-0.3829669839923893,-0.3677352286678644,-0.3323273671512546,0.011385686760402807,0.02100645497001656,0.007641667326370374,0.013759556296486702,0.010966934511858364,0.008090971310775514,0.01141906429664132,0.01706778175199506,-0.7622316853433211,0.01326507723849714,8,True,True,True,True,True,True,True,True,True,True
3,income,-0.23269040728905124,0.37546721827580276,0.5305515040853734,0.792398856463575,-0.273518545481606,-0.26175129121071056,-0.24861069655395115,-0.23767534218355332,-0.2335355386090428,-0.14118333535670993,-0.24503445312146696,-0.45712966364014584,0.4226200768832572,0.430603839103104,0.48486973968849983,0.5209988313101759,0.5111235402850076,0.7142854577851371,0.48915213713553035,0.13865881225238036,-0.20133888227149843,0.5301446926834668,0,False,False,False,False,False,False,False,False,False,False
4,ATT,-0.2331657804343793,0.47669619152978593,0.607553969596786,0.7920222608456372,,-0.3774013207131559,-0.2471437231571567,-0.20914687238800028,-0.2344631744729503,-0.20105229386568305,-0.28496687002227106,-0.23450042834053153,,0.316568376901153,0.5612295377363556,0.6237023215671927,0.5805208487635451,0.6787844358254561,0.5157254108094718,0.5934215460107255,-0.18215722536376291,0.6080998614854831,0,False,False,False,False,False,False,False,False,False,False
4,CON,-0.3469686261220781,0.341526089187415,0.516260367376325,0.7068275038296977,-0.4744137230419354,,-0.4079649402304156,-0.34133439965745954,-0.3801427984984982,-0.26010164740986536,-0.33975798798391166,-0.42954345432188606,0.23349364706425974,,0.3746575511745804,0.5101453494920781,0.43310728385248065,0.6630495590420926,0.48915213713553035,0.36845485507780595,-0.2697136073313871,0.5166704231130418,0,False,False,False,False,False,False,False,False,False,False
4,SNO,-0.31275991800754205,0.5020729593019652,0.615749855747693,0.7314254935809524,-0.3172062980496041,-0.3568392571157555,-0.389934427970837,-0.26157415180180454,-0.3706619000256156,-0.21381745204168112,-0.36052538690151636,,0.6046956689894878,0.5229117739620535,0.5054381635494475,0.6466600308573219,0.5468775589751625,0.7362491755263527,0.5552070470377334,,-0.2623878389565704,0.6147028959461194,0,False,False,False,False,False,False,False,False,False,False
4,COVID,-0.23426878765896353,0.5517471736220048,0.6404208265255412,0.7911491361898167,-0.2538707567262891,-0.31140166923716434,,-0.2395082338019019,-0.2289171170805901,-0.21931152755278677,-0.3937420128183704,-0.33014417992753714,0.6178802284200076,0.5229117739620535,,0.6237023215671927,0.6518014745781462,0.7142854577851371,0.48314178723675366,0.5269885639655556,-0.18036410169281628,0.6406388895611047,0,False,False,False,False,False,False,False,False,False,False
4,PU,-0.9554619281326556,0.01306796353021005,0.0447061910244028,0.3846344300464471,-0.971036522481701,-0.9468277970202851,-0.9922350642016613,-0.8668083945354433,-0.9947556803291452,-0.6717704863635127,,-0.9658825996302908,0.03828884916924786,0.037727183937102345,0.0311066299733318,0.04964508834744377,0.02737639684524866,0.18204509937293456,,0.03153754975938045,-0.716664774204821,0.04449781725837978,6,True,True,True,True,True,False,False,True,True,True
4,PEU,0.28026665501606624,0.24562733004056436,0.4093788834009406,1.32348267858349,0.2725386284821795,0.2770496974011766,0.28589604746193437,,0.2572751250917635,0.2681104664528867,0.18753899266343313,0.30057038497067606,0.3940806690406861,0.37613242864740426,0.3746575511745804,,0.43310728385248065,0.45409518172160235,0.5517850313941924,0.332787797626209,0.25006322262839087,0.4093136556449589,0,False,False,False,False,False,False,False,False,False,False
4,PO,-0.18798834230185082,0.4712403324380192,0.607553969596786,0.8286243670291249,-0.2124154721735582,-0.20566029853607098,-0.18520616994421943,-0.13926856847880428,,-0.10432051425665964,-0.321414292328043,-0.21237294201851648,0.539196483652041,0.5229117739620535,0.5616063742256988,0.6530303535847689,,0.7757980898138248,0.39340235208184937,0.5382569287712544,-0.16911307135132245,0.6080998614854831,0,False,False,False,False,False,False,False,False,False,False
4,PRI,1.2733620116404953,0.0025544389565804546,0.011069235478515302,3.5728443370679615,1.277422319680656,1.261896670448746,1.272458896818355,1.2695542703462168,1.2374060134071283,,1.1549646729428877,1.2804570238001207,0.01034351240347387,0.010377396253768574,0.009556611503489163,0.009862889186986808,0.011789934726209463,,0.019633450535777898,0.009159210965994476,0.9106653452665735,0.010922631301093453,7,True,True,True,True,True,False,True,True,True,True
4,age,-0.02247928703213287,0.367167362885487,0.5303528575012589,0.9777714895330367,-0.02229935943140321,-0.023187536040647983,-0.021652121615722598,-0.021718728413797846,-0.021983898042223334,-0.020238828803542292,-0.025427797072748615,-0.022377520212645066,0.4960986347111918,0.4677117903785476,0.5054381635494475,0.5376568683497746,0.5138052436869438,0.6295025070437041,0.48314178723675366,0.4934829902824946,-0.17880519501620765,0.5301446926834668,0,False,False,False,False,False,False,False,False,False,False
4,gender,0.39973301947498835,0.2635672768719576,0.42829682491693105,1.491426462663126,0.3569092894325738,0.4009457869335221,0.43059585790474136,0.38332697787816017,0.4143648873091114,0.416120631949894,0.3622133291229677,0.36151181507028674,0.44326567026134917,0.3819534981157132,0.37005391220280237,0.4613875446989497,0.39753645340797716,0.41545615163942035,0.48314178723675366,0.4290006940930234,0.39888687467963935,0.4299368857059517,0,False,False,False,False,False,False,False,False,False,False
4,Education,-0.013715721422068736,0.9540183438822841,0.9540183438822841,0.9863779105196188,-0.03557333531869224,0.0016976461354002896,-0.005764553739025182,-0.02146475092319463,-0.018214374082532084,-0.008080191391706923,-0.027101688555234944,-0.03032547062278383,0.8950917627306982,0.9942878933485217,0.9804353993340096,0.927827721039584,0.9437374697310734,0.9727368462688726,0.9424449140490664,0.9428324288598883,-0.010057004241146621,0.9535795851298395,0,False,False,False,False,False,False,False,False,False,False
4,Occupation,-0.22971367009414925,0.01890777199075958,0.05343500779997272,0.794761133807888,-0.22547841726778073,-0.230633616757281,-0.23578115156316024,-0.23462119951922406,-0.23410291561332028,-0.22977492572358288,-0.21541024268910255,-0.21960905435902542,0.054068644833935184,0.0459773443484292,0.04161752450830151,0.04838591407007124,0.0454876661380947,0.06360838005524398,0.06768415803535235,0.050230832556938936,-0.4785261377965509,0.05345082304739354,4,False,True,True,True,True,False,False,False,False,False
4,income,-0.1613908039618286,0.442229685760704,0.5866312158050155,0.8509594477925772,-0.16127612706437727,-0.17230167843531397,-0.16156847544508923,-0.16510433510662675,-0.16078575664908593,-0.17071558221839297,-0.17977792658486383,-0.1425589725468605,0.5637304879571248,0.5229117739620535,0.5612295377363556,0.5626290106473881,0.5547706912258732,0.6295025070437041,0.5157254108094718,0.5999038591802444,-0.13955972023957428,0.5866301087283484,0,False,False,False,False,False,False,False,False,False,False
5,ATT,-0.4712265212824778,0.05409145962887037,0.12123947847850254,0.6242361596193868,,-0.5570791943308385,-0.5063458329960573,-0.4755867775318377,-0.45083671224812916,-0.4598787571810365,-0.4999024364208121,-0.555091610883213,,0.03436989316886806,0.08875033119781466,0.1095594887808445,0.13517413405078804,0.1467536896518857,0.08584611984401308,0.0448269238637528,-0.3684596905632897,0.12125294478957253,2,False,True,False,False,False,False,False,True,False,False
5,CON,-0.21831730100070032,0.42996739105803206,0.5822475087244184,0.8038703323345938,-0.42660950932267083,,-0.36159062694252386,-0.21964035890356934,-0.21153409678233692,-0.2516158186465917,-0.22213186513533578,-0.40742514273038427,0.18028489654490462,,0.31773915075689824,0.5626290106473881,0.5547706912258732,0.5954066694903769,0.5405011383167471,0.22457889861139646,-0.1695247585061871,0.5832321635840528,0,False,False,False,False,False,False,False,False,False,False
