profile,size,proportion_WEIGHT_NOT_SHARE,proportion,assigned_share
0,124,0.10633470854656248,0.10633470854656248,0.10634648370497427
1,377,0.2808512989220365,0.2808512989220365,0.32332761578044594
2,262,0.2203361368954186,0.2203361368954186,0.22469982847341338
3,90,0.13242828667770914,0.13242828667770914,0.07718696397941681
4,54,0.03815084790310501,0.03815084790310501,0.04631217838765009
5,259,0.22189872105516822,0.22189872105516822,0.2221269296740995
