respondent,assigned_class,post_profile_0,post_profile_1
595,1,0.48581042473464325,0.5141895752653567
596,0,0.8566874661891276,0.1433125338108723
597,0,0.897095225456204,0.10290477454379605
598,0,0.767802503262902,0.23219749673709777
599,0,0.8534730654971349,0.14652693450286514
600,0,0.9082674359843185,0.09173256401568156
601,0,0.8942790671658533,0.10572093283414667
602,0,0.8534730654971349,0.14652693450286514
603,0,0.8551229964166008,0.14487700358339914
604,0,0.8566874661891276,0.1433125338108723
605,1,0.48581042473464325,0.5141895752653567
606,1,0.12407860988598868,0.8759213901140112
607,1,0.12407860988598868,0.8759213901140112
608,0,0.8799887993279241,0.12001120067207591
609,0,0.6947703708977992,0.30522962910220064
610,0,0.897095225456204,0.10290477454379605
611,0,0.6947703708977992,0.30522962910220064
612,0,0.8907236239108801,0.1092763760891198
613,0,0.8799887993279241,0.12001120067207591
614,0,0.6947703708977992,0.30522962910220064
615,0,0.8907236239108801,0.1092763760891198
616,0,0.8799887993279241,0.12001120067207591
617,0,0.9176175896850907,0.08238241031490931
618,0,0.8184007155377541,0.18159928446224588
619,0,0.8799887993279241,0.12001120067207591
620,0,0.7922202802150948,0.20777971978490514
621,0,0.8987933321790375,0.1012066678209624
622,0,0.9158152345842944,0.0841847654157054
623,0,0.863876634731978,0.13612336526802205
624,0,0.8907236239108801,0.1092763760891198
625,0,0.5996599278706654,0.40034007212933476
626,0,0.5996599278706654,0.40034007212933476
627,0,0.7258787746327156,0.2741212253672845
