profile,size,assigned_share,weight,mean_z_INT,mean_z_BE
0,871,0.7469982847341338,0.6629887325463267,0.41997750709386505,0.3356834490197792
1,295,0.25300171526586623,0.3370112674536732,-0.8262048839788515,-0.6603765686647132
