respondent,assigned_class,post_profile_0,post_profile_1,post_profile_2,post_profile_3,post_profile_4,post_profile_5
34,5,0.0,0.0005647138612905943,7.448254772072222e-05,0.00023122897358866072,1.3471023221153347e-14,0.9991295746173864
35,2,0.0,0.04282314553391563,0.917733481341192,0.027551036833367543,0.011892336291524742,0.0
36,1,0.0,0.8711729098313418,1.9626953841802524e-05,0.12880746321479525,2.103286282833328e-14,0.0
37,5,0.0,0.0005647138612905943,7.448254772072222e-05,0.00023122897358866072,1.3471023221153347e-14,0.9991295746173864
38,5,0.0,0.0009263572523612288,6.909067329398598e-05,0.00015554394119473176,1.4736460843425825e-38,0.9988490081331499
39,5,0.0,0.003134087942605072,5.814010996917271e-05,6.185587493816753e-06,1.931411839502613e-76,0.996801586359932
40,5,0.0,0.0007246353963790553,7.160134697502615e-05,0.00024302325334829564,5.0367763057085155e-29,0.9989607400032976
41,2,0.0,0.008565447283555497,0.961813608195577,0.024645998606846506,0.004974945914021096,0.0
42,0,0.9998777301445174,1.7524064091248478e-06,1.9961369160230536e-05,2.608171246863539e-05,7.447436744469357e-05,0.0
43,1,0.0,0.9514791135126709,2.1571721867132835e-05,0.048499313626821826,1.1386402341089261e-09,0.0
44,5,0.0,0.0006075543670558869,7.425167851879739e-05,6.264051345858459e-05,2.342246025059861e-06,0.9992532111949415
45,1,0.0,0.7242464398653949,1.2253604245092329e-05,0.2757413065303599,1.2793697426966807e-28,0.0
46,1,0.0,0.6648190394458163,6.6651488043518775e-18,0.33518096055418367,1.6906561359644083e-47,0.0
47,1,0.0,0.9898225558767041,7.201116437399417e-26,0.01017744412329589,3.120977127827436e-38,0.0
48,2,0.0,0.04282314553391563,0.917733481341192,0.027551036833367543,0.011892336291524742,0.0
49,2,0.0,0.008146383499022684,0.9824352357935285,0.009418380702805512,4.643212371108572e-12,0.0
50,1,0.0,0.8469925110192761,1.1208994266181839e-17,0.15300748898072367,2.3651995753932977e-38,0.0
51,1,0.0,0.7473869150154229,9.556281324934947e-06,0.2526035287032523,4.788109946370869e-38,0.0
52,5,0.0,0.0007246353963790553,7.160134697502615e-05,0.00024302325334829564,5.0367763057085155e-29,0.9989607400032976
53,1,0.0,0.8711729098313418,1.9626953841802524e-05,0.12880746321479525,2.103286282833328e-14,0.0
54,3,0.0,0.1761915226480298,4.842243663505374e-37,0.82380847735197,1.1880716289302111e-85,0.0
55,1,0.0,0.7473869150154229,9.556281324934947e-06,0.2526035287032523,4.788109946370869e-38,0.0
56,5,0.0,0.000614413953932518,7.341606514069612e-05,0.0002773548470713034,4.888174174308396e-21,0.9990348151338554
57,0,0.9998777301445174,1.7524064091248478e-06,1.9961369160230536e-05,2.608171246863539e-05,7.447436744469357e-05,0.0
58,0,0.9998777301445174,1.7524064091248478e-06,1.9961369160230536e-05,2.608171246863539e-05,7.447436744469357e-05,0.0
59,0,0.9998777301445174,1.7524064091248478e-06,1.9961369160230536e-05,2.608171246863539e-05,7.447436744469357e-05,0.0
60,0,0.9998924176229602,5.11951723479379e-06,9.642808806645588e-05,6.0347717383093356e-06,7.05644818217312e-17,0.0
61,0,0.9998777301445174,1.7524064091248478e-06,1.9961369160230536e-05,2.608171246863539e-05,7.447436744469357e-05,0.0
62,1,0.0,0.7634882333319652,6.609089581708991e-11,0.2365117666019438,9.951695723585918e-33,0.0
63,0,0.9999157952587338,2.2366067481373526e-06,3.3128242995440716e-05,3.1921587224436464e-05,1.6918304298064732e-05,0.0
64,2,0.0,0.005662081367967568,0.5350191874216325,0.014218508311724795,0.4451002228986753,0.0
65,0,0.9999192478892461,2.900693565684066e-06,5.099546529828104e-05,2.6753646546731212e-05,1.0230534302688387e-07,0.0
66,2,0.0,0.005662081367967568,0.5350191874216325,0.014218508311724795,0.4451002228986753,0.0
67,0,0.9998729554527305,6.967045488042454e-06,0.00011845328159990763,1.6242201814695045e-06,8.048912632149142e-24,0.0
68,2,0.0,0.04282314553391563,0.917733481341192,0.027551036833367543,0.011892336291524742,0.0
69,5,0.0,0.0005647138612905943,7.448254772072222e-05,0.00023122897358866072,1.3471023221153347e-14,0.9991295746173864
70,5,0.0,0.0006075543670558869,7.425167851879739e-05,6.264051345858459e-05,2.342246025059861e-06,0.9992532111949415
71,0,0.9998777301445174,1.7524064091248478e-06,1.9961369160230536e-05,2.608171246863539e-05,7.447436744469357e-05,0.0
72,0,0.9998777301445174,1.7524064091248478e-06,1.9961369160230536e-05,2.608171246863539e-05,7.447436744469357e-05,0.0
73,4,0.0,0.0028266911403110537,0.20515950652243797,0.004174750784688717,0.7878390515525621,0.0
74,3,0.0,0.19082059031851828,2.2081880254153278e-27,0.8091794096814817,4.644976815117944e-91,0.0
75,5,0.0,0.000562615357964762,7.476551981030677e-05,0.00014081768835168317,1.0541545976728687e-09,0.9992218003797185
76,1,0.0,0.8469925110192761,1.1208994266181839e-17,0.15300748898072367,2.3651995753932977e-38,0.0
77,5,0.0,0.0009263572523612288,6.909067329398598e-05,0.00015554394119473176,1.4736460843425825e-38,0.9988490081331499
78,2,0.0,0.008565447283555497,0.961813608195577,0.024645998606846506,0.004974945914021096,0.0
79,1,0.0,0.7242464398653949,1.2253604245092329e-05,0.2757413065303599,1.2793697426966807e-28,0.0
80,1,0.0,0.9999999966658599,5.377318230291214e-60,3.3341392542482636e-09,4.273974297062265e-61,0.0
81,5,0.0,0.0007110050820192385,7.294454924431866e-05,2.0349798429389282e-05,0.00014774362837340616,0.9990479569419336
82,5,0.0,0.0009018622179104882,7.089686000792104e-05,4.828781510731801e-06,0.0002646055766649916,0.9987578065639058
83,1,0.0,0.9514791135126709,2.1571721867132835e-05,0.048499313626821826,1.1386402341089261e-09,0.0
84,1,0.0,0.7473869150154229,9.556281324934947e-06,0.2526035287032523,4.788109946370869e-38,0.0
85,1,0.0,0.8469925110192761,1.1208994266181839e-17,0.15300748898072367,2.3651995753932977e-38,0.0
86,2,0.0,0.03975287091668099,0.9252273677010419,0.03501637547448069,3.385907796559327e-06,0.0
87,2,0.0,0.07112770858865036,0.9246198156087149,0.004252475802634642,8.157517570611718e-36,0.0
88,2,0.0,0.005662081367967568,0.5350191874216325,0.014218508311724795,0.4451002228986753,0.0
89,4,0.0,0.014707156542056267,0.20322904412210457,0.0015448261406033666,0.7805189731952357,0.0
90,5,0.0,0.0005647138612905943,7.448254772072222e-05,0.00023122897358866072,1.3471023221153347e-14,0.9991295746173864
91,1,0.0,0.8711729098313418,1.9626953841802524e-05,0.12880746321479525,2.103286282833328e-14,0.0
92,1,0.0,0.9882746365503297,2.0581066346158434e-05,0.01170324673345439,1.535649869568172e-06,0.0
93,0,0.9998729554527305,6.967045488042454e-06,0.00011845328159990763,1.6242201814695045e-06,8.048912632149142e-24,0.0
94,2,0.0,0.03975287091668099,0.9252273677010419,0.03501637547448069,3.385907796559327e-06,0.0
95,5,0.0,0.0005647138612905943,7.448254772072222e-05,0.00023122897358866072,1.3471023221153347e-14,0.9991295746173864
96,5,0.0,0.0009018622179104882,7.089686000792104e-05,4.828781510731801e-06,0.0002646055766649916,0.9987578065639058
97,5,0.0,0.0009018622179104882,7.089686000792104e-05,4.828781510731801e-06,0.0002646055766649916,0.9987578065639058
98,5,0.0,0.0009018622179104882,7.089686000792104e-05,4.828781510731801e-06,0.0002646055766649916,0.9987578065639058
99,2,0.0,0.044678236633293004,0.9327449072142341,0.022576856152472912,6.434885652285746e-18,0.0
100,2,0.0,0.040184936381756284,0.9271561302060557,0.032658933384688685,2.7499321496801488e-11,0.0
101,4,0.0,0.0028266911403110537,0.20515950652243797,0.004174750784688717,0.7878390515525621,0.0
102,4,0.0,0.023229776591300915,0.4184164401901885,0.007356204881561149,0.5509975783369494,0.0
103,4,0.0,0.0028266911403110537,0.20515950652243797,0.004174750784688717,0.7878390515525621,0.0
104,2,0.0,0.03975287091668099,0.9252273677010419,0.03501637547448069,3.385907796559327e-06,0.0
105,5,0.0,0.000614413953932518,7.341606514069612e-05,0.0002773548470713034,4.888174174308396e-21,0.9990348151338554
106,2,0.0,0.04282314553391563,0.917733481341192,0.027551036833367543,0.011892336291524742,0.0
107,5,0.0,0.0009018622179104882,7.089686000792104e-05,4.828781510731801e-06,0.0002646055766649916,0.9987578065639058
108,2,0.0,0.008565447283555497,0.961813608195577,0.024645998606846506,0.004974945914021096,0.0
109,4,0.0,0.014707156542056267,0.20322904412210457,0.0015448261406033666,0.7805189731952357,0.0
110,4,0.0,0.023229776591300915,0.4184164401901885,0.007356204881561149,0.5509975783369494,0.0
111,5,0.0,0.0006075543670558869,7.425167851879739e-05,6.264051345858459e-05,2.342246025059861e-06,0.9992532111949415
112,0,0.9998777301445174,1.7524064091248478e-06,1.9961369160230536e-05,2.608171246863539e-05,7.447436744469357e-05,0.0
113,0,0.9999192478892461,2.900693565684066e-06,5.099546529828104e-05,2.6753646546731212e-05,1.0230534302688387e-07,0.0
114,4,0.0,0.023229776591300915,0.4184164401901885,0.007356204881561149,0.5509975783369494,0.0
115,1,0.0,0.9514791135126709,2.1571721867132835e-05,0.048499313626821826,1.1386402341089261e-09,0.0
116,2,0.0,0.00799843806585677,0.974229628168964,0.017771034611000217,8.991541789826387e-07,0.0
117,0,0.9998777301445174,1.7524064091248478e-06,1.9961369160230536e-05,2.608171246863539e-05,7.447436744469357e-05,0.0
118,4,0.0,0.0028266911403110537,0.20515950652243797,0.004174750784688717,0.7878390515525621,0.0
119,2,0.0,0.044678236633293004,0.9327449072142341,0.022576856152472912,6.434885652285746e-18,0.0
120,1,0.0,0.513287749599636,3.558396035071362e-18,0.486712250400364,3.113941164317175e-58,0.0
121,1,0.0,0.9882746365503297,2.0581066346158434e-05,0.01170324673345439,1.535649869568172e-06,0.0
122,1,0.0,0.8469925110192761,1.1208994266181839e-17,0.15300748898072367,2.3651995753932977e-38,0.0
123,3,0.0,0.4934607548617818,1.2440073106617098e-18,0.506539245138218,3.0626658256479517e-84,0.0
124,0,0.9999080112901125,3.822787423841438e-06,7.281124333842298e-05,1.535466265736348e-05,1.6467964733528203e-11,0.0
125,0,0.9998924176229602,5.11951723479379e-06,9.642808806645588e-05,6.0347717383093356e-06,7.05644818217312e-17,0.0
126,0,0.9999157952587338,2.2366067481373526e-06,3.3128242995440716e-05,3.1921587224436464e-05,1.6918304298064732e-05,0.0
127,5,0.0,0.0005647138612905943,7.448254772072222e-05,0.00023122897358866072,1.3471023221153347e-14,0.9991295746173864
128,2,0.0,0.03975287091668099,0.9252273677010419,0.03501637547448069,3.385907796559327e-06,0.0
129,2,0.0,0.005662081367967568,0.5350191874216325,0.014218508311724795,0.4451002228986753,0.0
130,5,0.0,0.000562615357964762,7.476551981030677e-05,0.00014081768835168317,1.0541545976728687e-09,0.9992218003797185
131,2,0.0,0.01098831189424752,0.9879589308906934,0.001052757215059251,2.8942514772149958e-27,0.0
132,5,0.0,0.000614413953932518,7.341606514069612e-05,0.0002773548470713034,4.888174174308396e-21,0.9990348151338554
133,2,0.0,0.044678236633293004,0.9327449072142341,0.022576856152472912,6.434885652285746e-18,0.0
134,1,0.0,0.8318074204847657,7.336684415992637e-06,0.16818524283081807,5.062725546441587e-49,0.0
135,1,0.0,0.7242464398653949,1.2253604245092329e-05,0.2757413065303599,1.2793697426966807e-28,0.0
136,1,0.0,0.7242464398653949,1.2253604245092329e-05,0.2757413065303599,1.2793697426966807e-28,0.0
137,2,0.0,0.04282314553391563,0.917733481341192,0.027551036833367543,0.011892336291524742,0.0
138,2,0.0,0.07112770858865036,0.9246198156087149,0.004252475802634642,8.157517570611718e-36,0.0
139,1,0.0,0.963144791012655,1.1075123035135811e-10,0.03685520887659375,6.833071186717258e-19,0.0
140,2,0.0,0.04282314553391563,0.917733481341192,0.027551036833367543,0.011892336291524742,0.0
141,2,0.0,0.040184936381756284,0.9271561302060557,0.032658933384688685,2.7499321496801488e-11,0.0
142,2,0.0,0.04282314553391563,0.917733481341192,0.027551036833367543,0.011892336291524742,0.0
143,5,0.0,0.000562615357964762,7.476551981030677e-05,0.00014081768835168317,1.0541545976728687e-09,0.9992218003797185
144,2,0.0,0.01098831189424752,0.9879589308906934,0.001052757215059251,2.8942514772149958e-27,0.0
145,5,0.0,0.0007246353963790553,7.160134697502615e-05,0.00024302325334829564,5.0367763057085155e-29,0.9989607400032976
146,5,0.0,0.0005647138612905943,7.448254772072222e-05,0.00023122897358866072,1.3471023221153347e-14,0.9991295746173864
147,2,0.0,0.008565447283555497,0.961813608195577,0.024645998606846506,0.004974945914021096,0.0
148,1,0.0,0.9999999262875958,9.961536643290184e-36,7.371240434825359e-08,1.745692602103094e-35,0.0
149,0,0.9998437767792947,1.353971493954426e-05,0.00014264572134713066,3.778441862080816e-08,1.9754365497046944e-42,0.0
150,2,0.0,0.054186761723166416,0.9343401039026026,0.011473134374230956,4.3028695179421225e-26,0.0
151,0,0.9998924176229602,5.11951723479379e-06,9.642808806645588e-05,6.0347717383093356e-06,7.05644818217312e-17,0.0
152,5,0.0,0.000614413953932518,7.341606514069612e-05,0.0002773548470713034,4.888174174308396e-21,0.9990348151338554
153,0,0.9998924176229602,5.11951723479379e-06,9.642808806645588e-05,6.0347717383093356e-06,7.05644818217312e-17,0.0
154,0,0.9999080112901125,3.822787423841438e-06,7.281124333842298e-05,1.535466265736348e-05,1.6467964733528203e-11,0.0
155,0,0.9999080112901125,3.822787423841438e-06,7.281124333842298e-05,1.535466265736348e-05,1.6467964733528203e-11,0.0
156,5,0.0,0.000562615357964762,7.476551981030677e-05,0.00014081768835168317,1.0541545976728687e-09,0.9992218003797185
157,2,0.0,0.01098831189424752,0.9879589308906934,0.001052757215059251,2.8942514772149958e-27,0.0
158,1,0.0,0.8711729098313418,1.9626953841802524e-05,0.12880746321479525,2.103286282833328e-14,0.0
159,2,0.0,0.00799843806585677,0.974229628168964,0.017771034611000217,8.991541789826387e-07,0.0
160,1,0.0,0.7473869150154229,9.556281324934947e-06,0.2526035287032523,4.788109946370869e-38,0.0
161,5,0.0,0.0005647138612905943,7.448254772072222e-05,0.00023122897358866072,1.3471023221153347e-14,0.9991295746173864
162,2,0.0,0.054186761723166416,0.9343401039026026,0.011473134374230956,4.3028695179421225e-26,0.0
163,1,0.0,0.513287749599636,3.558396035071362e-18,0.486712250400364,3.113941164317175e-58,0.0
164,3,0.0,0.1761915226480298,4.842243663505374e-37,0.82380847735197,1.1880716289302111e-85,0.0
165,3,0.0,0.011562664969870221,3.969882889705041e-50,0.9884373350301299,1.8081985263554601e-124,0.0
166,1,0.0,0.8318074204847657,7.336684415992637e-06,0.16818524283081807,5.062725546441587e-49,0.0
167,4,0.0,0.014707156542056267,0.20322904412210457,0.0015448261406033666,0.7805189731952357,0.0
168,5,0.0,0.000614413953932518,7.341606514069612e-05,0.0002773548470713034,4.888174174308396e-21,0.9990348151338554
169,2,0.0,0.040184936381756284,0.9271561302060557,0.032658933384688685,2.7499321496801488e-11,0.0
170,5,0.0,0.000614413953932518,7.341606514069612e-05,0.0002773548470713034,4.888174174308396e-21,0.9990348151338554
171,4,0.0,0.014707156542056267,0.20322904412210457,0.0015448261406033666,0.7805189731952357,0.0
172,2,0.0,0.054186761723166416,0.9343401039026026,0.011473134374230956,4.3028695179421225e-26,0.0
173,5,0.0,0.0007246353963790553,7.160134697502615e-05,0.00024302325334829564,5.0367763057085155e-29,0.9989607400032976
174,0,0.9998777301445174,1.7524064091248478e-06,1.9961369160230536e-05,2.608171246863539e-05,7.447436744469357e-05,0.0
175,2,0.0,0.01098831189424752,0.9879589308906934,0.001052757215059251,2.8942514772149958e-27,0.0
176,1,0.0,0.6722250727268051,4.402979233527869e-11,0.32777492722916496,5.035536098160723e-42,0.0
177,2,0.0,0.008146383499022684,0.9824352357935285,0.009418380702805512,4.643212371108572e-12,0.0
178,4,0.0,0.014707156542056267,0.20322904412210457,0.0015448261406033666,0.7805189731952357,0.0
179,2,0.0,0.04282314553391563,0.917733481341192,0.027551036833367543,0.011892336291524742,0.0
180,5,0.0,0.0007246353963790553,7.160134697502615e-05,0.00024302325334829564,5.0367763057085155e-29,0.9989607400032976
181,2,0.0,0.04282314553391563,0.917733481341192,0.027551036833367543,0.011892336291524742,0.0
182,4,0.0,0.0028266911403110537,0.20515950652243797,0.004174750784688717,0.7878390515525621,0.0
183,3,0.0,7.206653786721618e-05,2.3661340120594248e-80,0.9999279334621324,2.4988120101554224e-183,0.0
184,0,0.9998924176229602,5.11951723479379e-06,9.642808806645588e-05,6.0347717383093356e-06,7.05644818217312e-17,0.0
185,2,0.0,0.01098831189424752,0.9879589308906934,0.001052757215059251,2.8942514772149958e-27,0.0
186,1,0.0,0.6722250727268051,4.402979233527869e-11,0.32777492722916496,5.035536098160723e-42,0.0
187,1,0.0,0.7634882333319652,6.609089581708991e-11,0.2365117666019438,9.951695723585918e-33,0.0
188,5,0.0,0.000562615357964762,7.476551981030677e-05,0.00014081768835168317,1.0541545976728687e-09,0.9992218003797185
189,2,0.0,0.044678236633293004,0.9327449072142341,0.022576856152472912,6.434885652285746e-18,0.0
190,0,0.9999192478892461,2.900693565684066e-06,5.099546529828104e-05,2.6753646546731212e-05,1.0230534302688387e-07,0.0
191,2,0.0,0.04282314553391563,0.917733481341192,0.027551036833367543,0.011892336291524742,0.0
192,5,0.0,0.000614413953932518,7.341606514069612e-05,0.0002773548470713034,4.888174174308396e-21,0.9990348151338554
193,2,0.0,0.07112770858865036,0.9246198156087149,0.004252475802634642,8.157517570611718e-36,0.0
194,2,0.0,0.009058284493304255,0.9872692821740457,0.0036724333326498084,6.857383237723751e-19,0.0
195,2,0.0,0.009058284493304255,0.9872692821740457,0.0036724333326498084,6.857383237723751e-19,0.0
196,2,0.0,0.044678236633293004,0.9327449072142341,0.022576856152472912,6.434885652285746e-18,0.0
197,0,0.999840821830913,1.9335423833940594e-05,0.00013983947937866464,3.265874324813187e-09,4.250507990191099e-54,0.0
198,4,0.0,0.014707156542056267,0.20322904412210457,0.0015448261406033666,0.7805189731952357,0.0
199,2,0.0,0.008146383499022684,0.9824352357935285,0.009418380702805512,4.643212371108572e-12,0.0
200,0,0.9999080112901125,3.822787423841438e-06,7.281124333842298e-05,1.535466265736348e-05,1.6467964733528203e-11,0.0
201,2,0.0,0.15104885456862097,0.8487307884055738,0.00022035702580494148,6.49601823532521e-60,0.0
202,2,0.0,0.040184936381756284,0.9271561302060557,0.032658933384688685,2.7499321496801488e-11,0.0
203,2,0.0,0.04282314553391563,0.917733481341192,0.027551036833367543,0.011892336291524742,0.0
204,0,0.9998777301445174,1.7524064091248478e-06,1.9961369160230536e-05,2.608171246863539e-05,7.447436744469357e-05,0.0
205,0,0.9999192478892461,2.900693565684066e-06,5.099546529828104e-05,2.6753646546731212e-05,1.0230534302688387e-07,0.0
206,2,0.0,0.008146383499022684,0.9824352357935285,0.009418380702805512,4.643212371108572e-12,0.0
207,1,0.0,0.7634882333319652,6.609089581708991e-11,0.2365117666019438,9.951695723585918e-33,0.0
208,1,0.0,0.7634882333319652,6.609089581708991e-11,0.2365117666019438,9.951695723585918e-33,0.0
209,2,0.0,0.01098831189424752,0.9879589308906934,0.001052757215059251,2.8942514772149958e-27,0.0
210,5,0.0,0.0005647138612905943,7.448254772072222e-05,0.00023122897358866072,1.3471023221153347e-14,0.9991295746173864
211,2,0.0,0.07112770858865036,0.9246198156087149,0.004252475802634642,8.157517570611718e-36,0.0
212,5,0.0,0.000614413953932518,7.341606514069612e-05,0.0002773548470713034,4.888174174308396e-21,0.9990348151338554
213,1,0.0,0.9246255015409977,5.135044171888762e-06,0.07536936341483068,1.400568917639475e-61,0.0
214,2,0.0,0.04282314553391563,0.917733481341192,0.027551036833367543,0.011892336291524742,0.0
215,4,0.0,0.014707156542056267,0.20322904412210457,0.0015448261406033666,0.7805189731952357,0.0
216,2,0.0,0.03975287091668099,0.9252273677010419,0.03501637547448069,3.385907796559327e-06,0.0
217,2,0.0,0.054186761723166416,0.9343401039026026,0.011473134374230956,4.3028695179421225e-26,0.0
218,2,0.0,0.044678236633293004,0.9327449072142341,0.022576856152472912,6.434885652285746e-18,0.0
219,1,0.0,0.9992222801864639,1.759126821433161e-17,0.000777719813536348,1.1938885884670254e-20,0.0
220,1,0.0,0.8829030668312965,9.219923804988847e-11,0.11709693307650441,5.245725392835659e-25,0.0
221,5,0.0,0.0005647138612905943,7.448254772072222e-05,0.00023122897358866072,1.3471023221153347e-14,0.9991295746173864
222,5,0.0,0.000614413953932518,7.341606514069612e-05,0.0002773548470713034,4.888174174308396e-21,0.9990348151338554
223,1,0.0,0.8711729098313418,1.9626953841802524e-05,0.12880746321479525,2.103286282833328e-14,0.0
224,0,0.9998924176229602,5.11951723479379e-06,9.642808806645588e-05,6.0347717383093356e-06,7.05644818217312e-17,0.0
225,2,0.0,0.00799843806585677,0.974229628168964,0.017771034611000217,8.991541789826387e-07,0.0
226,0,0.9998924176229602,5.11951723479379e-06,9.642808806645588e-05,6.0347717383093356e-06,7.05644818217312e-17,0.0
227,2,0.0,0.03975287091668099,0.9252273677010419,0.03501637547448069,3.385907796559327e-06,0.0
228,5,0.0,0.0005647138612905943,7.448254772072222e-05,0.00023122897358866072,1.3471023221153347e-14,0.9991295746173864
229,0,0.9998777301445174,1.7524064091248478e-06,1.9961369160230536e-05,2.608171246863539e-05,7.447436744469357e-05,0.0
230,5,0.0,0.000562615357964762,7.476551981030677e-05,0.00014081768835168317,1.0541545976728687e-09,0.9992218003797185
231,0,0.9999192478892461,2.900693565684066e-06,5.099546529828104e-05,2.6753646546731212e-05,1.0230534302688387e-07,0.0
232,1,0.0,0.992952192436369,1.74132460089678e-17,0.0070478075636309185,6.010235491529902e-25,0.0
233,3,0.0,0.2631541020339046,5.279246990963725e-27,0.7368458979660955,2.4693084355546306e-77,0.0
234,3,0.0,0.2631541020339046,5.279246990963725e-27,0.7368458979660955,2.4693084355546306e-77,0.0
235,5,0.0,0.0006075543670558869,7.425167851879739e-05,6.264051345858459e-05,2.342246025059861e-06,0.9992532111949415
236,2,0.0,0.01098831189424752,0.9879589308906934,0.001052757215059251,2.8942514772149958e-27,0.0
237,2,0.0,0.00799843806585677,0.974229628168964,0.017771034611000217,8.991541789826387e-07,0.0
238,2,0.0,0.008565447283555497,0.961813608195577,0.024645998606846506,0.004974945914021096,0.0
239,2,0.0,0.054186761723166416,0.9343401039026026,0.011473134374230956,4.3028695179421225e-26,0.0
240,2,0.0,0.054186761723166416,0.9343401039026026,0.011473134374230956,4.3028695179421225e-26,0.0
241,3,0.0,0.19082059031851828,2.2081880254153278e-27,0.8091794096814817,4.644976815117944e-91,0.0
242,3,0.0,0.2631541020339046,5.279246990963725e-27,0.7368458979660955,2.4693084355546306e-77,0.0
243,3,0.0,0.1761915226480298,4.842243663505374e-37,0.82380847735197,1.1880716289302111e-85,0.0
244,3,0.0,0.4452427250196886,1.4134399001229613e-26,0.5547572749803116,4.2189362255172136e-65,0.0
245,3,0.0,0.4934607548617818,1.2440073106617098e-18,0.506539245138218,3.0626658256479517e-84,0.0
246,3,0.0,0.4934607548617818,1.2440073106617098e-18,0.506539245138218,3.0626658256479517e-84,0.0
247,3,0.0,0.4452427250196886,1.4134399001229613e-26,0.5547572749803116,4.2189362255172136e-65,0.0
248,3,0.0,0.2631541020339046,5.279246990963725e-27,0.7368458979660955,2.4693084355546306e-77,0.0
249,3,0.0,0.4452427250196886,1.4134399001229613e-26,0.5547572749803116,4.2189362255172136e-65,0.0
250,3,0.0,0.2631541020339046,5.279246990963725e-27,0.7368458979660955,2.4693084355546306e-77,0.0
251,3,0.0,0.19082059031851828,2.2081880254153278e-27,0.8091794096814817,4.644976815117944e-91,0.0
252,1,0.0,0.513287749599636,3.558396035071362e-18,0.486712250400364,3.113941164317175e-58,0.0
253,2,0.0,0.00799843806585677,0.974229628168964,0.017771034611000217,8.991541789826387e-07,0.0
254,3,0.0,0.2631541020339046,5.279246990963725e-27,0.7368458979660955,2.4693084355546306e-77,0.0
255,3,0.0,0.2631541020339046,5.279246990963725e-27,0.7368458979660955,2.4693084355546306e-77,0.0
256,1,0.0,0.9882746365503297,2.0581066346158434e-05,0.01170324673345439,1.535649869568172e-06,0.0
257,5,0.0,0.0009263572523612288,6.909067329398598e-05,0.00015554394119473176,1.4736460843425825e-38,0.9988490081331499
258,1,0.0,0.7757701293744377,1.5853028303515146e-05,0.22421401759725884,9.898465962774617e-21,0.0
259,1,0.0,0.9882746365503297,2.0581066346158434e-05,0.01170324673345439,1.535649869568172e-06,0.0
260,2,0.0,0.044678236633293004,0.9327449072142341,0.022576856152472912,6.434885652285746e-18,0.0
261,0,0.9999157952587338,2.2366067481373526e-06,3.3128242995440716e-05,3.1921587224436464e-05,1.6918304298064732e-05,0.0
262,2,0.0,0.01098831189424752,0.9879589308906934,0.001052757215059251,2.8942514772149958e-27,0.0
263,3,0.0,0.4452427250196886,1.4134399001229613e-26,0.5547572749803116,4.2189362255172136e-65,0.0
264,2,0.0,0.008146383499022684,0.9824352357935285,0.009418380702805512,4.643212371108572e-12,0.0
265,3,0.0,0.4541696484412815,1.9873123315808725e-18,0.5458303515587184,1.7218659184418516e-70,0.0
266,1,0.0,0.963144791012655,1.1075123035135811e-10,0.03685520887659375,6.833071186717258e-19,0.0
267,0,0.9998924176229602,5.11951723479379e-06,9.642808806645588e-05,6.0347717383093356e-06,7.05644818217312e-17,0.0
268,2,0.0,0.044678236633293004,0.9327449072142341,0.022576856152472912,6.434885652285746e-18,0.0
269,1,0.0,0.9783312386626005,3.1227208447199585e-06,0.02166563861655484,9.661300988632858e-76,0.0
270,1,0.0,0.6722250727268051,4.402979233527869e-11,0.32777492722916496,5.035536098160723e-42,0.0
271,1,0.0,0.7473869150154229,9.556281324934947e-06,0.2526035287032523,4.788109946370869e-38,0.0
272,4,0.0,0.023229776591300915,0.4184164401901885,0.007356204881561149,0.5509975783369494,0.0
273,5,0.0,0.0009018622179104882,7.089686000792104e-05,4.828781510731801e-06,0.0002646055766649916,0.9987578065639058
274,5,0.0,0.0005647138612905943,7.448254772072222e-05,0.00023122897358866072,1.3471023221153347e-14,0.9991295746173864
275,0,0.9998777301445174,1.7524064091248478e-06,1.9961369160230536e-05,2.608171246863539e-05,7.447436744469357e-05,0.0
276,2,0.0,0.005662081367967568,0.5350191874216325,0.014218508311724795,0.4451002228986753,0.0
277,2,0.0,0.008565447283555497,0.961813608195577,0.024645998606846506,0.004974945914021096,0.0
278,4,0.0,0.023229776591300915,0.4184164401901885,0.007356204881561149,0.5509975783369494,0.0
279,1,0.0,0.9999971357649627,1.3492861290878198e-17,2.8642350373357816e-06,8.369117963544112e-17,0.0
280,5,0.0,0.000562615357964762,7.476551981030677e-05,0.00014081768835168317,1.0541545976728687e-09,0.9992218003797185
281,4,0.0,0.014707156542056267,0.20322904412210457,0.0015448261406033666,0.7805189731952357,0.0
282,5,0.0,0.0005647138612905943,7.448254772072222e-05,0.00023122897358866072,1.3471023221153347e-14,0.9991295746173864
283,5,0.0,0.0005647138612905943,7.448254772072222e-05,0.00023122897358866072,1.3471023221153347e-14,0.9991295746173864
284,5,0.0,0.0005647138612905943,7.448254772072222e-05,0.00023122897358866072,1.3471023221153347e-14,0.9991295746173864
285,2,0.0,0.040184936381756284,0.9271561302060557,0.032658933384688685,2.7499321496801488e-11,0.0
286,1,0.0,0.513287749599636,3.558396035071362e-18,0.486712250400364,3.113941164317175e-58,0.0
287,5,0.0,0.0006075543670558869,7.425167851879739e-05,6.264051345858459e-05,2.342246025059861e-06,0.9992532111949415
288,1,0.0,0.7242464398653949,1.2253604245092329e-05,0.2757413065303599,1.2793697426966807e-28,0.0
289,1,0.0,0.9999424872489231,1.613100270527834e-17,5.751275107683014e-05,6.178019976795149e-18,0.0
