respondent,assigned_class,post_profile_0,post_profile_1,post_profile_2,post_profile_3,post_profile_4
27,4,0.11450195595365358,0.002194619321717419,0.0,0.016170672001954205,0.8671327527226748
28,0,0.9191428972932172,0.027684516208988222,0.0,0.0518612053979063,0.0013113810998882404
29,1,0.15839526264766726,0.5934753705990592,0.0,0.24812936675327354,2.7857617302325987e-61
30,2,0.000732899038110132,4.319874798670494e-05,0.9991485609928473,7.53411671378454e-05,5.391813755151618e-11
31,0,0.8838219654385717,0.06601694896633291,0.0,0.050161066692048645,1.8903046724385834e-08
32,0,0.8396732691655211,0.085431667798798,0.0,0.07489506303567627,4.4877115971557464e-15
33,1,0.27281159093281193,0.5381210928097866,0.0,0.1890673162574017,1.4976299789955095e-24
34,0,0.8396732691655211,0.085431667798798,0.0,0.07489506303567627,4.4877115971557464e-15
35,0,0.9191428972932172,0.027684516208988222,0.0,0.0518612053979063,0.0013113810998882404
36,0,0.6983113805355758,0.21024590367965248,0.0,0.09144271578476942,2.3403532325063567e-15
