profile,size,assigned_share,weight,mean_z_INT,mean_z_BE
0,598,0.5128644939965694,0.4274507918411431,0.3039738131147365,0.25509817708416177
1,211,0.18096054888507718,0.2229758985918642,-0.4950189774819069,-0.43785220853787693
2,124,0.10634648370497427,0.10622398431905301,1.4497543626304865,0.8982742067721425
3,177,0.15180102915951973,0.18200149174850766,-1.1123684308801507,-1.0944052175252312
4,56,0.048027444253859346,0.06134783349943206,0.47104325731486674,1.505410761909496
