source,N,r,p,p_scientific,CI95_lower_fisher,CI95_upper_fisher,covariance,r_frozen,p_frozen,N_frozen,CI95_lower_frozen,CI95_upper_frozen,match_frozen
data.xls_construct_means,1166,0.6514575831525611,8.832882449485395e-142,8.832882449485395e-142,0.6171288762815663,0.6833111033615757,0.3757379446747006,0.6514575831525611,8.832882449485395e-142,1166,0.6171288762815663,0.6833111033615757,True
saved_construct_scores,1166,0.6514575831525611,8.832882449485395e-142,8.832882449485395e-142,0.6171288762815663,0.6833111033615757,0.3757379446747007,0.6514575831525611,8.832882449485395e-142,1166,0.6171288762815663,0.6833111033615757,True
construct_alphas,1166,,,,,,,0.6514575831525611,8.832882449485395e-142,1166,0.6171288762815663,0.6833111033615757,False
