post_profile_0,post_profile_1,post_profile_2,post_profile_3,post_profile_4,post_profile_5,post_profile_6
3.7057343889457184e-19,0.9435940817491019,0.0,0.0013141821962760864,0.0,0.05509173605462218,0.0
0.9999895060089817,2.404713496177979e-08,0.0,3.6155790639844315e-11,0.0,1.0469907727426812e-05,0.0
0.001259049821585491,1.015480477416107e-09,0.9987403447790473,2.992407080459989e-14,0.0,6.043838566177605e-07,0.0
8.554546511647665e-05,7.086063774423195e-06,0.0,6.627626221502449e-05,0.9998372206426205,3.871566273640906e-06,0.0
0.001259049821585491,1.015480477416107e-09,0.9987403447790473,2.992407080459989e-14,0.0,6.043838566177605e-07,0.0
0.9995005408779141,4.270112595752027e-05,0.0,4.491460588204301e-06,0.0,0.0004522665355403516,0.0
4.3535128011777855e-06,0.02521520304314365,0.0,0.9722080137650291,0.0,0.002572429679026221,0.0
7.79250281349768e-05,1.1904752756677657e-13,0.0,1.1142250779191337e-20,0.0,6.766675922766944e-09,0.9999220682050702
9.985351971380354e-05,9.820925950812208e-06,0.0,6.477375124267313e-05,0.9998180824356885,7.469367404315191e-06,0.0
8.554546511647665e-05,7.086063774423195e-06,0.0,6.627626221502449e-05,0.9998372206426205,3.871566273640906e-06,0.0
8.59013677358494e-11,0.35931067867833866,0.0,0.6117843493999806,0.0,0.028904971835779447,0.0
8.554546511647665e-05,7.086063774423195e-06,0.0,6.627626221502449e-05,0.9998372206426205,3.871566273640906e-06,0.0
0.9995005408779141,4.270112595752027e-05,0.0,4.491460588204301e-06,0.0,0.0004522665355403516,0.0
1.236967647485555e-05,0.05607276650801913,0.0,0.9355318701974386,0.0,0.008382993618067679,0.0
8.554546511647665e-05,7.086063774423195e-06,0.0,6.627626221502449e-05,0.9998372206426205,3.871566273640906e-06,0.0
7.166222967442272e-05,2.348161151450045e-06,0.0,0.00011489877905115728,0.999809448009515,1.6428206078289406e-06,0.0
9.230018839392754e-05,6.446566040572498e-07,0.0,0.000410037747785642,0.9994933100363383,3.70737087796399e-06,0.0
7.247044501767888e-05,3.4649203416619787e-06,0.0,8.827071750720538e-05,0.9998339782328897,1.8156842436555283e-06,0.0
0.9999460358003717,1.5977200199779238e-07,0.0,2.7472233509735677e-11,0.0,5.380440015414061e-05,0.0
1.39016471494221e-05,8.992335049750125e-13,0.5274361772357831,1.5794612925374473e-21,0.0,3.7887296391648886e-08,0.4725498832288717
1.489218719775696e-05,0.05347491308729993,0.0,0.9317669571278138,0.0,0.014743237597688499,0.0
0.00012226226796021035,1.3329829164850664e-05,0.0,6.859368205331706e-05,0.9997784631072436,1.7351113578193305e-05,0.0
7.802747663615412e-06,0.04587029563661648,0.0,0.9503743091455186,0.0,0.0037475924702014443,0.0
5.2294625293577055e-18,0.9326736070737094,0.0,0.0038657561808668724,0.0,0.06346063674542375,0.0
1.0870960388724702e-25,0.24232236781217098,0.0,1.958378356221521e-06,0.0,0.7576756738094724,0.0
0.9995005408779141,4.270112595752027e-05,0.0,4.491460588204301e-06,0.0,0.0004522665355403516,0.0
0.9999895060089817,2.404713496177979e-08,0.0,3.6155790639844315e-11,0.0,1.0469907727426812e-05,0.0
1.1498326616073074e-17,0.8884907451716046,0.0,0.006228226899293377,0.0,0.10528102792910207,0.0
5.923856226278141e-06,0.03577476406506516,0.0,0.9612737587573726,0.0,0.002945553321335698,0.0
7.247044501767888e-05,3.4649203416619787e-06,0.0,8.827071750720538e-05,0.9998339782328897,1.8156842436555283e-06,0.0
1.236967647485555e-05,0.05607276650801913,0.0,0.9355318701974386,0.0,0.008382993618067679,0.0
2.897606187839182e-37,0.27714952002140575,0.0,7.135016881823976e-13,0.0,0.7228504799778805,0.0
5.923856226278141e-06,0.03577476406506516,0.0,0.9612737587573726,0.0,0.002945553321335698,0.0
7.687693243521725e-05,5.007087716623033e-06,0.0,7.34790862538437e-05,0.9998422206610154,2.416232578960105e-06,0.0
1.39016471494221e-05,8.992335049750125e-13,0.5274361772357831,1.5794612925374473e-21,0.0,3.7887296391648886e-08,0.4725498832288717
1.39016471494221e-05,8.992335049750125e-13,0.5274361772357831,1.5794612925374473e-21,0.0,3.7887296391648886e-08,0.4725498832288717
1.39016471494221e-05,8.992335049750125e-13,0.5274361772357831,1.5794612925374473e-21,0.0,3.7887296391648886e-08,0.4725498832288717
9.353987502015638e-05,3.573634196920349e-14,0.0,1.540777192168694e-20,0.0,3.3927588445472e-09,0.9999064567321855
1.39016471494221e-05,8.992335049750125e-13,0.5274361772357831,1.5794612925374473e-21,0.0,3.7887296391648886e-08,0.4725498832288717
6.04624727156723e-11,0.41712401584464126,0.0,0.5621139742411533,0.0,0.020762009853743154,0.0
4.3700098431458424e-05,8.687049219024051e-13,0.0,5.189532206609652e-21,0.0,3.289397809516881e-08,0.9999562670067219
0.9998496432947711,3.714753861113283e-07,0.0,2.513863008288035e-11,0.0,0.0001499852047041941,0.0
6.046525373222814e-05,3.4485893109453896e-13,0.0,7.752398479485433e-21,0.0,1.4428800047533201e-08,0.999939520317123
0.9998496432947711,3.714753861113283e-07,0.0,2.513863008288035e-11,0.0,0.0001499852047041941,0.0
0.00010458430560650305,9.328499832511545e-15,0.0,2.0499251748908764e-20,0.0,1.8187132975305206e-09,0.9998954138756709
0.9995005408779141,4.270112595752027e-05,0.0,4.491460588204301e-06,0.0,0.0004522665355403516,0.0
8.554546511647665e-05,7.086063774423195e-06,0.0,6.627626221502449e-05,0.9998372206426205,3.871566273640906e-06,0.0
0.00012226226796021035,1.3329829164850664e-05,0.0,6.859368205331706e-05,0.9997784631072436,1.7351113578193305e-05,0.0
1.39016471494221e-05,8.992335049750125e-13,0.5274361772357831,1.5794612925374473e-21,0.0,3.7887296391648886e-08,0.4725498832288717
1.39016471494221e-05,8.992335049750125e-13,0.5274361772357831,1.5794612925374473e-21,0.0,3.7887296391648886e-08,0.4725498832288717
0.001259049821585491,1.015480477416107e-09,0.9987403447790473,2.992407080459989e-14,0.0,6.043838566177605e-07,0.0
1.1249049158576436e-27,0.8815335041699437,0.0,1.1981735209581502e-07,0.0,0.11846637601270434,0.0
9.985351971380354e-05,9.820925950812208e-06,0.0,6.477375124267313e-05,0.9998180824356885,7.469367404315191e-06,0.0
1.1498326616073074e-17,0.8884907451716046,0.0,0.006228226899293377,0.0,0.10528102792910207,0.0
7.166222967442272e-05,2.348161151450045e-06,0.0,0.00011489877905115728,0.999809448009515,1.6428206078289406e-06,0.0
0.9999460358003717,1.5977200199779238e-07,0.0,2.7472233509735677e-11,0.0,5.380440015414061e-05,0.0
7.802747663615412e-06,0.04587029563661648,0.0,0.9503743091455186,0.0,0.0037475924702014443,0.0
1.859357245408889e-61,5.937267573832705e-10,0.0,3.2232174223623874e-29,0.0,0.999999999406274,0.0
0.00015702737219007538,1.771791684960244e-05,0.0,7.87053709068048e-05,0.9996980195456995,4.8529794354145134e-05,0.0
3.681726475380514e-05,4.013803066504497e-06,0.8259512341149247,1.7029394545080928e-05,0.17396246300475052,2.8442417959591446e-05,0.0
1.489218719775696e-05,0.05347491308729993,0.0,0.9317669571278138,0.0,0.014743237597688499,0.0
5.923856226278141e-06,0.03577476406506516,0.0,0.9612737587573726,0.0,0.002945553321335698,0.0
1.1498326616073074e-17,0.8884907451716046,0.0,0.006228226899293377,0.0,0.10528102792910207,0.0
0.9997584183494967,2.5705452290990558e-05,0.0,5.132365170354215e-06,0.0,0.0002107438330418483,0.0
0.9999467960707927,1.6967718562712072e-06,0.0,1.2091619310999e-05,0.0,3.941553804007201e-05,0.0
0.9998496432947711,3.714753861113283e-07,0.0,2.513863008288035e-11,0.0,0.0001499852047041941,0.0
0.0014996963138832714,1.4394550035829943e-07,0.9984954250511128,5.6913601517477004e-09,0.0,4.728998143472087e-06,0.0
8.554546511647665e-05,7.086063774423195e-06,0.0,6.627626221502449e-05,0.9998372206426205,3.871566273640906e-06,0.0
1.236967647485555e-05,0.05607276650801913,0.0,0.9355318701974386,0.0,0.008382993618067679,0.0
1.730622568153091e-05,0.045957246942005724,0.0,0.9252968743678995,0.0,0.028728572464413016,0.0
0.00010458430560650305,9.328499832511545e-15,0.0,2.0499251748908764e-20,0.0,1.8187132975305206e-09,0.9998954138756709
0.9997584183494967,2.5705452290990558e-05,0.0,5.132365170354215e-06,0.0,0.0002107438330418483,0.0
8.554546511647665e-05,7.086063774423195e-06,0.0,6.627626221502449e-05,0.9998372206426205,3.871566273640906e-06,0.0
3.681726475380514e-05,4.013803066504497e-06,0.8259512341149247,1.7029394545080928e-05,0.17396246300475052,2.8442417959591446e-05,0.0
3.681726475380514e-05,4.013803066504497e-06,0.8259512341149247,1.7029394545080928e-05,0.17396246300475052,2.8442417959591446e-05,0.0
3.681726475380514e-05,4.013803066504497e-06,0.8259512341149247,1.7029394545080928e-05,0.17396246300475052,2.8442417959591446e-05,0.0
0.9999158604011553,7.577529924024958e-06,0.0,7.383559857871472e-06,0.0,6.91785090627512e-05,0.0
0.9998667955877587,1.4444692337470202e-05,0.0,6.0570880456767934e-06,0.0,0.00011270263185809902,0.0
0.001259049821585491,1.015480477416107e-09,0.9987403447790473,2.992407080459989e-14,0.0,6.043838566177605e-07,0.0
0.9988161379559544,6.619573985546894e-05,0.0,4.058387691853059e-06,0.0,0.0011136079164983936,0.0
0.001259049821585491,1.015480477416107e-09,0.9987403447790473,2.992407080459989e-14,0.0,6.043838566177605e-07,0.0
0.9997584183494967,2.5705452290990558e-05,0.0,5.132365170354215e-06,0.0,0.0002107438330418483,0.0
7.687693243521725e-05,5.007087716623033e-06,0.0,7.34790862538437e-05,0.9998422206610154,2.416232578960105e-06,0.0
0.9995005408779141,4.270112595752027e-05,0.0,4.491460588204301e-06,0.0,0.0004522665355403516,0.0
3.681726475380514e-05,4.013803066504497e-06,0.8259512341149247,1.7029394545080928e-05,0.17396246300475052,2.8442417959591446e-05,0.0
0.9999460358003717,1.5977200199779238e-07,0.0,2.7472233509735677e-11,0.0,5.380440015414061e-05,0.0
0.0014996963138832714,1.4394550035829943e-07,0.9984954250511128,5.6913601517477004e-09,0.0,4.728998143472087e-06,0.0
0.9988161379559544,6.619573985546894e-05,0.0,4.058387691853059e-06,0.0,0.0011136079164983936,0.0
0.00012226226796021035,1.3329829164850664e-05,0.0,6.859368205331706e-05,0.9997784631072436,1.7351113578193305e-05,0.0
1.39016471494221e-05,8.992335049750125e-13,0.5274361772357831,1.5794612925374473e-21,0.0,3.7887296391648886e-08,0.4725498832288717
6.046525373222814e-05,3.4485893109453896e-13,0.0,7.752398479485433e-21,0.0,1.4428800047533201e-08,0.999939520317123
0.9988161379559544,6.619573985546894e-05,0.0,4.058387691853059e-06,0.0,0.0011136079164983936,0.0
1.489218719775696e-05,0.05347491308729993,0.0,0.9317669571278138,0.0,0.014743237597688499,0.0
0.999977782294173,6.415127841199618e-08,0.0,3.100984485967844e-11,0.0,2.2153523538747307e-05,0.0
1.39016471494221e-05,8.992335049750125e-13,0.5274361772357831,1.5794612925374473e-21,0.0,3.7887296391648886e-08,0.4725498832288717
0.001259049821585491,1.015480477416107e-09,0.9987403447790473,2.992407080459989e-14,0.0,6.043838566177605e-07,0.0
0.9999158604011553,7.577529924024958e-06,0.0,7.383559857871472e-06,0.0,6.91785090627512e-05,0.0
2.4763510597812266e-18,0.9517026783720949,0.0,0.0025805874196361115,0.0,0.045716734208269175,0.0
1.730622568153091e-05,0.045957246942005724,0.0,0.9252968743678995,0.0,0.028728572464413016,0.0
1.1498326616073074e-17,0.8884907451716046,0.0,0.006228226899293377,0.0,0.10528102792910207,0.0
6.583112087043509e-19,0.9559594554209702,0.0,0.001502586757539116,0.0,0.04253795782149082,0.0
7.79250281349768e-05,1.1904752756677657e-13,0.0,1.1142250779191337e-20,0.0,6.766675922766944e-09,0.9999220682050702
9.353987502015638e-05,3.573634196920349e-14,0.0,1.540777192168694e-20,0.0,3.3927588445472e-09,0.9999064567321855
4.3700098431458424e-05,8.687049219024051e-13,0.0,5.189532206609652e-21,0.0,3.289397809516881e-08,0.9999562670067219
8.554546511647665e-05,7.086063774423195e-06,0.0,6.627626221502449e-05,0.9998372206426205,3.871566273640906e-06,0.0
0.9997584183494967,2.5705452290990558e-05,0.0,5.132365170354215e-06,0.0,0.0002107438330418483,0.0
0.9998496432947711,3.714753861113283e-07,0.0,2.513863008288035e-11,0.0,0.0001499852047041941,0.0
9.985351971380354e-05,9.820925950812208e-06,0.0,6.477375124267313e-05,0.9998180824356885,7.469367404315191e-06,0.0
0.9999964605881363,2.7495300993686918e-09,0.0,5.417155014310834e-11,0.0,3.5366081622588184e-06,0.0
7.687693243521725e-05,5.007087716623033e-06,0.0,7.34790862538437e-05,0.9998422206610154,2.416232578960105e-06,0.0
0.9999158604011553,7.577529924024958e-06,0.0,7.383559857871472e-06,0.0,6.91785090627512e-05,0.0
4.3535128011777855e-06,0.02521520304314365,0.0,0.9722080137650291,0.0,0.002572429679026221,0.0
7.802747663615412e-06,0.04587029563661648,0.0,0.9503743091455186,0.0,0.0037475924702014443,0.0
7.802747663615412e-06,0.04587029563661648,0.0,0.9503743091455186,0.0,0.0037475924702014443,0.0
0.9995005408779141,4.270112595752027e-05,0.0,4.491460588204301e-06,0.0,0.0004522665355403516,0.0
0.9999467960707927,1.6967718562712072e-06,0.0,1.2091619310999e-05,0.0,3.941553804007201e-05,0.0
1.1930680119866043e-10,0.28248024808635913,0.0,0.6723642805197685,0.0,0.04515547127456548,0.0
0.9995005408779141,4.270112595752027e-05,0.0,4.491460588204301e-06,0.0,0.0004522665355403516,0.0
0.9998667955877587,1.4444692337470202e-05,0.0,6.0570880456767934e-06,0.0,0.00011270263185809902,0.0
0.9995005408779141,4.270112595752027e-05,0.0,4.491460588204301e-06,0.0,0.0004522665355403516,0.0
9.985351971380354e-05,9.820925950812208e-06,0.0,6.477375124267313e-05,0.9998180824356885,7.469367404315191e-06,0.0
0.9999964605881363,2.7495300993686918e-09,0.0,5.417155014310834e-11,0.0,3.5366081622588184e-06,0.0
7.247044501767888e-05,3.4649203416619787e-06,0.0,8.827071750720538e-05,0.9998339782328897,1.8156842436555283e-06,0.0
8.554546511647665e-05,7.086063774423195e-06,0.0,6.627626221502449e-05,0.9998372206426205,3.871566273640906e-06,0.0
0.9999460358003717,1.5977200199779238e-07,0.0,2.7472233509735677e-11,0.0,5.380440015414061e-05,0.0
6.18062684480764e-36,3.6232543435908816e-05,0.0,1.830033602674541e-12,0.0,0.9999637674547337,0.0
0.00010564742175550887,4.179789445630025e-16,0.0,3.231701881225863e-20,0.0,6.386910535530794e-10,0.999894351939553
0.9999382526254033,3.711056119886547e-06,0.0,9.296885227597832e-06,0.0,4.8739433249505176e-05,0.0
9.353987502015638e-05,3.573634196920349e-14,0.0,1.540777192168694e-20,0.0,3.3927588445472e-09,0.9999064567321855
7.687693243521725e-05,5.007087716623033e-06,0.0,7.34790862538437e-05,0.9998422206610154,2.416232578960105e-06,0.0
9.353987502015638e-05,3.573634196920349e-14,0.0,1.540777192168694e-20,0.0,3.3927588445472e-09,0.9999064567321855
7.79250281349768e-05,1.1904752756677657e-13,0.0,1.1142250779191337e-20,0.0,6.766675922766944e-09,0.9999220682050702
7.79250281349768e-05,1.1904752756677657e-13,0.0,1.1142250779191337e-20,0.0,6.766675922766944e-09,0.9999220682050702
9.985351971380354e-05,9.820925950812208e-06,0.0,6.477375124267313e-05,0.9998180824356885,7.469367404315191e-06,0.0
0.9999964605881363,2.7495300993686918e-09,0.0,5.417155014310834e-11,0.0,3.5366081622588184e-06,0.0
1.236967647485555e-05,0.05607276650801913,0.0,0.9355318701974386,0.0,0.008382993618067679,0.0
0.999977782294173,6.415127841199618e-08,0.0,3.100984485967844e-11,0.0,2.2153523538747307e-05,0.0
5.923856226278141e-06,0.03577476406506516,0.0,0.9612737587573726,0.0,0.002945553321335698,0.0
8.554546511647665e-05,7.086063774423195e-06,0.0,6.627626221502449e-05,0.9998372206426205,3.871566273640906e-06,0.0
0.9999382526254033,3.711056119886547e-06,0.0,9.296885227597832e-06,0.0,4.8739433249505176e-05,0.0
2.4763510597812266e-18,0.9517026783720949,0.0,0.0025805874196361115,0.0,0.045716734208269175,0.0
2.897606187839182e-37,0.27714952002140575,0.0,7.135016881823976e-13,0.0,0.7228504799778805,0.0
2.0189118665656589e-50,0.02365662219778232,0.0,3.354776210109155e-21,0.0,0.9763433778022172,0.0
4.3535128011777855e-06,0.02521520304314365,0.0,0.9722080137650291,0.0,0.002572429679026221,0.0
0.0014996963138832714,1.4394550035829943e-07,0.9984954250511128,5.6913601517477004e-09,0.0,4.728998143472087e-06,0.0
7.687693243521725e-05,5.007087716623033e-06,0.0,7.34790862538437e-05,0.9998422206610154,2.416232578960105e-06,0.0
0.9998667955877587,1.4444692337470202e-05,0.0,6.0570880456767934e-06,0.0,0.00011270263185809902,0.0
7.687693243521725e-05,5.007087716623033e-06,0.0,7.34790862538437e-05,0.9998422206610154,2.416232578960105e-06,0.0
0.0014996963138832714,1.4394550035829943e-07,0.9984954250511128,5.6913601517477004e-09,0.0,4.728998143472087e-06,0.0
0.9999382526254033,3.711056119886547e-06,0.0,9.296885227597832e-06,0.0,4.8739433249505176e-05,0.0
7.247044501767888e-05,3.4649203416619787e-06,0.0,8.827071750720538e-05,0.9998339782328897,1.8156842436555283e-06,0.0
1.39016471494221e-05,8.992335049750125e-13,0.5274361772357831,1.5794612925374473e-21,0.0,3.7887296391648886e-08,0.4725498832288717
0.9999964605881363,2.7495300993686918e-09,0.0,5.417155014310834e-11,0.0,3.5366081622588184e-06,0.0
4.2442394666444954e-11,0.45086912681572644,0.0,0.5320591205995429,0.0,0.017071752542288182,0.0
0.9999895060089817,2.404713496177979e-08,0.0,3.6155790639844315e-11,0.0,1.0469907727426812e-05,0.0
0.0014996963138832714,1.4394550035829943e-07,0.9984954250511128,5.6913601517477004e-09,0.0,4.728998143472087e-06,0.0
0.9995005408779141,4.270112595752027e-05,0.0,4.491460588204301e-06,0.0,0.0004522665355403516,0.0
7.247044501767888e-05,3.4649203416619787e-06,0.0,8.827071750720538e-05,0.9998339782328897,1.8156842436555283e-06,0.0
0.9995005408779141,4.270112595752027e-05,0.0,4.491460588204301e-06,0.0,0.0004522665355403516,0.0
0.001259049821585491,1.015480477416107e-09,0.9987403447790473,2.992407080459989e-14,0.0,6.043838566177605e-07,0.0
2.2011141151710515e-81,1.7442198414005683e-06,0.0,3.696431158522958e-43,0.0,0.9999982557801582,0.0
9.353987502015638e-05,3.573634196920349e-14,0.0,1.540777192168694e-20,0.0,3.3927588445472e-09,0.9999064567321855
0.9999964605881363,2.7495300993686918e-09,0.0,5.417155014310834e-11,0.0,3.5366081622588184e-06,0.0
4.2442394666444954e-11,0.45086912681572644,0.0,0.5320591205995429,0.0,0.017071752542288182,0.0
6.04624727156723e-11,0.41712401584464126,0.0,0.5621139742411533,0.0,0.020762009853743154,0.0
9.985351971380354e-05,9.820925950812208e-06,0.0,6.477375124267313e-05,0.9998180824356885,7.469367404315191e-06,0.0
0.9999158604011553,7.577529924024958e-06,0.0,7.383559857871472e-06,0.0,6.91785090627512e-05,0.0
6.046525373222814e-05,3.4485893109453896e-13,0.0,7.752398479485433e-21,0.0,1.4428800047533201e-08,0.999939520317123
0.9995005408779141,4.270112595752027e-05,0.0,4.491460588204301e-06,0.0,0.0004522665355403516,0.0
7.687693243521725e-05,5.007087716623033e-06,0.0,7.34790862538437e-05,0.9998422206610154,2.416232578960105e-06,0.0
0.9999467960707927,1.6967718562712072e-06,0.0,1.2091619310999e-05,0.0,3.941553804007201e-05,0.0
0.9999943118642458,8.415510088269047e-09,0.0,4.354461643421086e-11,0.0,5.679676699513939e-06,0.0
0.9999943118642458,8.415510088269047e-09,0.0,4.354461643421086e-11,0.0,5.679676699513939e-06,0.0
0.9999158604011553,7.577529924024958e-06,0.0,7.383559857871472e-06,0.0,6.91785090627512e-05,0.0
9.545125661045304e-05,7.174561832206533e-17,0.0,3.829362665141958e-20,0.0,4.184140566647701e-10,0.9999045483249754
0.0014996963138832714,1.4394550035829943e-07,0.9984954250511128,5.6913601517477004e-09,0.0,4.728998143472087e-06,0.0
0.9999895060089817,2.404713496177979e-08,0.0,3.6155790639844315e-11,0.0,1.0469907727426812e-05,0.0
7.79250281349768e-05,1.1904752756677657e-13,0.0,1.1142250779191337e-20,0.0,6.766675922766944e-09,0.9999220682050702
0.9999381848299358,2.8863593585926526e-07,0.0,2.2542979737763512e-05,0.0,3.898355439095723e-05,0.0
0.9998667955877587,1.4444692337470202e-05,0.0,6.0570880456767934e-06,0.0,0.00011270263185809902,0.0
0.9995005408779141,4.270112595752027e-05,0.0,4.491460588204301e-06,0.0,0.0004522665355403516,0.0
1.39016471494221e-05,8.992335049750125e-13,0.5274361772357831,1.5794612925374473e-21,0.0,3.7887296391648886e-08,0.4725498832288717
6.046525373222814e-05,3.4485893109453896e-13,0.0,7.752398479485433e-21,0.0,1.4428800047533201e-08,0.999939520317123
0.9999895060089817,2.404713496177979e-08,0.0,3.6155790639844315e-11,0.0,1.0469907727426812e-05,0.0
6.04624727156723e-11,0.41712401584464126,0.0,0.5621139742411533,0.0,0.020762009853743154,0.0
6.04624727156723e-11,0.41712401584464126,0.0,0.5621139742411533,0.0,0.020762009853743154,0.0
0.9999964605881363,2.7495300993686918e-09,0.0,5.417155014310834e-11,0.0,3.5366081622588184e-06,0.0
8.554546511647665e-05,7.086063774423195e-06,0.0,6.627626221502449e-05,0.9998372206426205,3.871566273640906e-06,0.0
0.9999467960707927,1.6967718562712072e-06,0.0,1.2091619310999e-05,0.0,3.941553804007201e-05,0.0
7.687693243521725e-05,5.007087716623033e-06,0.0,7.34790862538437e-05,0.9998422206610154,2.416232578960105e-06,0.0
3.0917194907409346e-06,0.016033752887392373,0.0,0.9814712657884455,0.0,0.002491889604671253,0.0
0.9995005408779141,4.270112595752027e-05,0.0,4.491460588204301e-06,0.0,0.0004522665355403516,0.0
0.0014996963138832714,1.4394550035829943e-07,0.9984954250511128,5.6913601517477004e-09,0.0,4.728998143472087e-06,0.0
0.9997584183494967,2.5705452290990558e-05,0.0,5.132365170354215e-06,0.0,0.0002107438330418483,0.0
0.9999382526254033,3.711056119886547e-06,0.0,9.296885227597832e-06,0.0,4.8739433249505176e-05,0.0
0.9999158604011553,7.577529924024958e-06,0.0,7.383559857871472e-06,0.0,6.91785090627512e-05,0.0
7.454015903016263e-17,0.31018299809445843,0.0,0.019295911271993156,0.0,0.6705210906335481,0.0
8.59013677358494e-11,0.35931067867833866,0.0,0.6117843493999806,0.0,0.028904971835779447,0.0
8.554546511647665e-05,7.086063774423195e-06,0.0,6.627626221502449e-05,0.9998372206426205,3.871566273640906e-06,0.0
7.687693243521725e-05,5.007087716623033e-06,0.0,7.34790862538437e-05,0.9998422206610154,2.416232578960105e-06,0.0
1.236967647485555e-05,0.05607276650801913,0.0,0.9355318701974386,0.0,0.008382993618067679,0.0
9.353987502015638e-05,3.573634196920349e-14,0.0,1.540777192168694e-20,0.0,3.3927588445472e-09,0.9999064567321855
0.999977782294173,6.415127841199618e-08,0.0,3.100984485967844e-11,0.0,2.2153523538747307e-05,0.0
9.353987502015638e-05,3.573634196920349e-14,0.0,1.540777192168694e-20,0.0,3.3927588445472e-09,0.9999064567321855
0.9997584183494967,2.5705452290990558e-05,0.0,5.132365170354215e-06,0.0,0.0002107438330418483,0.0
8.554546511647665e-05,7.086063774423195e-06,0.0,6.627626221502449e-05,0.9998372206426205,3.871566273640906e-06,0.0
1.39016471494221e-05,8.992335049750125e-13,0.5274361772357831,1.5794612925374473e-21,0.0,3.7887296391648886e-08,0.4725498832288717
9.985351971380354e-05,9.820925950812208e-06,0.0,6.477375124267313e-05,0.9998180824356885,7.469367404315191e-06,0.0
6.046525373222814e-05,3.4485893109453896e-13,0.0,7.752398479485433e-21,0.0,1.4428800047533201e-08,0.999939520317123
4.998291876417568e-17,0.5899529839996792,0.0,0.01602138975875547,0.0,0.3940256262415652,0.0
3.078896042698453e-27,0.857026762350012,0.0,2.1541760961438133e-07,0.0,0.14297302223237848,0.0
3.078896042698453e-27,0.857026762350012,0.0,2.1541760961438133e-07,0.0,0.14297302223237848,0.0
0.00012226226796021035,1.3329829164850664e-05,0.0,6.859368205331706e-05,0.9997784631072436,1.7351113578193305e-05,0.0
0.9999964605881363,2.7495300993686918e-09,0.0,5.417155014310834e-11,0.0,3.5366081622588184e-06,0.0
0.999977782294173,6.415127841199618e-08,0.0,3.100984485967844e-11,0.0,2.2153523538747307e-05,0.0
0.9999460358003717,1.5977200199779238e-07,0.0,2.7472233509735677e-11,0.0,5.380440015414061e-05,0.0
0.9999382526254033,3.711056119886547e-06,0.0,9.296885227597832e-06,0.0,4.8739433249505176e-05,0.0
0.9999382526254033,3.711056119886547e-06,0.0,9.296885227597832e-06,0.0,4.8739433249505176e-05,0.0
1.1249049158576436e-27,0.8815335041699437,0.0,1.1981735209581502e-07,0.0,0.11846637601270434,0.0
3.078896042698453e-27,0.857026762350012,0.0,2.1541760961438133e-07,0.0,0.14297302223237848,0.0
