profile,size,assigned_share,weight,proportion_WEIGHT_NOT_SHARE,mean_z_INT,mean_z_BE
0,185,0.15866209262435677,0.1586620433711364,0.1586620433711364,0.5781825210078264,0.3986475795679947
1,130,0.11149228130360206,0.09566403402139709,0.09566403402139709,-1.2724878562811803,-0.969970789047155
2,259,0.2221269296740995,0.22212637218946998,0.22212637218946998,0.14239660019649752,0.14083154986072038
3,49,0.04202401372212693,0.057428181248720206,0.057428181248720206,-2.241243751645872,-1.9528359142180658
4,116,0.09948542024013722,0.09946391729604397,0.09946391729604397,-0.7291752414261609,-0.30849025175103817
5,155,0.13293310463121785,0.1329297167133262,0.1329297167133262,-0.2933893206148317,-0.13034670747258534
6,17,0.014579759862778732,0.015029340198326644,0.015029340198326644,-1.962331280236672,0.4633753173002708
7,131,0.11234991423670669,0.1123499113763099,0.1123499113763099,1.0139684418191561,0.4980233451982335
8,124,0.10634648370497427,0.10634648358526949,0.10634648358526949,1.4497543626304858,0.8980079562649715
