profile,size,assigned_share,weight,proportion_WEIGHT_NOT_SHARE,mean_z_INT,mean_z_BE
0,124,0.10634648370497427,0.10634648365701972,0.10634648365701972,1.4497543626304858,0.8980079567073713
1,116,0.09948542024013722,0.09946321525109339,0.09946321525109339,-0.7291752414261612,-0.3085091848606387
2,128,0.1097770154373928,0.09786582703577375,0.09786582703577375,-1.2869445883188508,-1.0478661315583184
3,259,0.2221269296740995,0.22212655027679795,0.22212655027679795,0.14239660019649758,0.14083240673250078
4,185,0.15866209262435677,0.15866206293466018,0.15866206293466018,0.5781825210078262,0.3986476931336004
5,68,0.058319039451114926,0.07025560119746277,0.07025560119746277,-2.1918094005393107,-1.3582327256373965
6,155,0.13293310463121785,0.13293034683698812,0.13293034683698812,-0.29338932061483214,-0.13034415373060265
7,131,0.11234991423670669,0.11234991281020398,0.11234991281020398,1.0139684418191577,0.49802335733940867
