profile,size,assigned_share,weight,mean_z_INT,mean_z_BE
0,281,0.24099485420240138,0.2410148431951703,0.7549731879199317,0.29463016041151013
1,125,0.1072041166380789,0.14255679370500784,-1.1529575207988971,-0.955691737817171
2,108,0.09262435677530018,0.06903912980345044,0.7758909057696088,1.6065585012004528
3,264,0.22641509433962265,0.1821313411426138,-0.4369813869410904,-0.21972733829964528
4,245,0.21012006861063465,0.21217048150147194,0.14239660019649766,0.0723617126953837
5,70,0.060034305317324184,0.06905615045179316,-2.0796653783914336,-1.1682525030891442
6,73,0.06260720411663807,0.08403126020049254,1.449754362630483,0.7099256034272704
