K,smallest_class_size,smallest_class_pct,largest_class_pct,pct_maxpost_lt_50,pct_maxpost_lt_70,pct_maxpost_ge_70
2,295,25.300171526586624,74.69982847341338,0.0,18.867924528301888,81.13207547169812
3,88,7.547169811320755,65.00857632933105,6.174957118353345,47.94168096054888,52.05831903945112
4,124,10.634648370497427,41.76672384219554,3.8593481989708405,46.912521440823326,53.087478559176674
5,56,4.802744425385934,51.286449399656945,12.69296740994854,36.106346483704975,63.893653516295025
6,54,4.631217838765009,32.3327615780446,0.0,11.149228130360205,88.8507718696398
7,70,6.003430531732419,24.09948542024014,0.0,15.09433962264151,84.90566037735849
