profile,predictor,primary_beta,primary_p,primary_FDR_p,primary_OR,beta_drop_ATT,beta_drop_CON,beta_drop_COVID,beta_drop_PEU,beta_drop_PO,beta_drop_PRI,beta_drop_PU,beta_drop_SNO,p_FDR_drop_ATT,p_FDR_drop_CON,p_FDR_drop_COVID,p_FDR_drop_PEU,p_FDR_drop_PO,p_FDR_drop_PRI,p_FDR_drop_PU,p_FDR_drop_SNO,std_beta,std_FDR_p,n_FDR_sig_dropouts_of_total,fdr_sig_in_drop_ATT,fdr_sig_in_drop_CON,fdr_sig_in_drop_COVID,fdr_sig_in_drop_PEU,fdr_sig_in_drop_PO,fdr_sig_in_drop_PRI,fdr_sig_in_drop_PU,fdr_sig_in_drop_SNO,fdr_sig_in_standardized,primary_significant_FDR
1,Education,-0.32690617697184093,0.09754163224320757,0.24542733274097386,0.7211514004607971,-0.35401628111600025,-0.3095476117262185,-0.32001563699657365,-0.27167178994161806,-0.30713027277157656,-0.2954766919252252,-0.3464244367033517,-0.42350473601927924,0.20547216789221762,0.27239565012599104,0.24983594376360121,0.38598360175839247,0.28074391411471317,0.29975388845546636,0.1837694547609721,0.08139817918732954,-0.23746948516025526,0.2453752579647272,0,False,False,False,False,False,False,False,False,False,False
1,Occupation,-0.10461466370558815,0.1956077814277023,0.3814351737840195,0.9006715171520736,-0.093448104369028,-0.10400761502345046,-0.1004183477284602,-0.09224089386860924,-0.10539817248387547,-0.09335567492018393,-0.11945034628095848,-0.08357456788174586,0.4316442945702676,0.3833202930866796,0.39412803197900215,0.47830713067445463,0.3592676999660768,0.46646002734416403,0.27983993101465293,0.5076725052212945,-0.21817383161062937,0.38053201495295697,0,False,False,False,False,False,False,False,False,False,False
1,income,0.004695377636372498,0.9769237844743444,0.9905612395197669,1.0047064181950474,0.007673167391522505,0.0010355965328726659,0.015897065248024353,0.0008466893334480631,0.006951554781712498,0.0701555924965178,0.0513702595128528,-0.09754498771836363,0.9756683488284519,0.9949038653989503,0.9717844952632279,0.9958235406443998,0.9933756944702243,0.7969492789615646,0.9019488061991414,0.7581051305939418,0.004112399464736632,0.9901820138436779,0,False,False,False,False,False,False,False,False,False,False
2,ATT,0.042865828623186976,0.8687089159092679,0.9679899348703271,1.0437978376619963,,0.025860794713805136,0.02980871622119507,0.04357149216715617,0.05589766868512614,-0.013851267033432861,0.06912643885730495,0.0726607507652381,,0.9780632577146036,0.9717844952632279,0.9831147357144747,0.931718660508047,0.9749739351937794,0.9019488061991414,0.8441406074833219,0.03379332475285517,0.9668043545825402,0,False,False,False,False,False,False,False,False,False,False
2,CON,-0.01379528068591627,0.9616683852357453,0.9905612395197669,0.986299438140826,0.024713728089588723,,-0.023119857621773834,0.008130262986765686,-0.006195568242481322,0.12162594340971429,-0.0779218225979145,0.07055072857951633,0.9479800610146055,,0.9717844952632279,0.9911861008023212,0.9965781634860591,0.7969492789615646,0.9019488061991414,0.8441406074833219,-0.01074057246347691,0.9901820138436779,0,False,False,False,False,False,False,False,False,False,False
2,SNO,0.7560072571955065,0.027584452050173826,0.08964946916306493,2.129755655036192,0.7575439298908316,0.7508030151025351,0.7377318586611914,0.8230753588176148,0.7815974396160226,1.003643839529117,0.7710930736588799,,0.09112352940847923,0.08625728132896633,0.07490832035969928,0.060014598060225945,0.07032155677782558,0.010214659190726871,0.09236626858206172,,0.6327420035864573,0.08984714845174402,1,False,False,False,False,False,True,False,False,False,False
2,COVID,-0.0700775476998692,0.8180133416270675,0.9383094212781069,0.9323215177133128,-0.054497803485012576,-0.07209912904957065,,-0.054307867813706175,-0.07183828517955024,-0.01401993950626819,0.24346633908660267,0.1209629036857048,0.9479800610146055,0.9260651181923674,,0.9831147357144747,0.931718660508047,0.9749739351937794,0.601653316029937,0.8143036020572091,-0.05406037705473406,0.9379968538867575,0,False,False,False,False,False,False,False,False,False,False
2,PU,1.796112011023175,4.854455878908146e-08,4.512163840079769e-07,6.026172167178008,1.7993185163817484,1.817479391454831,1.7782483565454612,1.8118405972732248,1.8221707354048395,2.0016769569046766,,1.7918123885011794,3.465150110020147e-07,3.128717843581698e-07,2.518541089071788e-07,1.9020252056537613e-07,1.9025574998699667e-07,3.832135982114246e-09,,5.566939098317026e-07,1.3461572567415312,4.4080994825349945e-07,7,True,True,True,True,True,True,False,True,True,True
2,PEU,0.115792945244833,0.5451060431052063,0.7459345853018612,1.1227633745685903,0.11587928997924837,0.10858524558483451,0.11227505409688752,,0.1271936230310359,0.10003217650218096,0.2752798093667868,0.19384176168488879,0.7375567400472287,0.7565513387360846,0.7288175465543302,,0.6963037604572929,0.7439260911388104,0.29244476295283095,0.520284794316925,0.10329305542332191,0.7460050337666566,0,False,False,False,False,False,False,False,False,False,False
2,PO,0.09668806886507356,0.6584312364914541,0.8050278941103561,1.1015167226646394,0.10285630739146195,0.09756107447669235,0.09207773922011246,0.10803239208155171,,0.20322802065869755,0.3378608656669831,0.16201603207598414,0.8036313481425047,0.798434171559928,0.8075016178363087,0.8117553271810622,,0.5695500541394546,0.244792224471001,0.653717296735839,0.0868377622328031,0.8044798370374663,0,False,False,False,False,False,False,False,False,False,False
