K,between_profile_variance,within_profile_variance,total_variance,between_over_total
2,0.0288977585008638,0.6687654179692776,0.6970848336948783,0.0414551530947705
3,0.2342742380539562,0.463162844163294,0.6970848336948783,0.3360770837778701
4,0.0425257559635353,0.6558974139940429,0.6970848336948783,0.0610051372630341
5,0.1032184155041591,0.5959181421922031,0.6970848336948783,0.1480715266132715
6,0.1851815796705952,0.5134111104576278,0.6970848336948783,0.2656514253638909
7,0.2332306146353114,0.4663440866706342,0.6970848336948783,0.3345799583661564
