profile,size,assigned_share,weight,proportion_WEIGHT_NOT_SHARE,mean_z_INT,mean_z_BE
0,124,0.10634648370497427,0.10633470854656248,0.10633470854656248,1.4497543626304867,0.8980142325746041
1,377,0.32332761578044594,0.2808512989220365,0.2808512989220365,-0.7183122329954956,-0.25962588587660934
2,262,0.22469982847341338,0.2203361368954186,0.2203361368954186,0.7632789082394849,0.27365905674512503
3,90,0.07718696397941681,0.13242828667770914,0.13242828667770914,-1.3704598694884431,-1.2864103683396957
4,54,0.04631217838765009,0.03815084790310501,0.03815084790310501,0.767789463652591,1.4730406939432468
5,259,0.2221269296740995,0.22189872105516822,0.22189872105516822,0.14239660019649797,0.14100385809458715
