profile,N,percentage,INT_mean,BE_mean,INT_minus_BE,GAP_mean,mean_max_posterior,median_max_posterior
0,124,10.634648370497427,5.0,4.465725806451613,0.534274193548387,0.5517464056577344,,
1,377,32.3327615780446,3.336870026525199,3.559681697612732,-0.22281167108753275,-0.4209703769109993,,
2,262,22.46998284734134,4.478371501272264,3.95706106870229,0.5213104325699738,0.5443788092064684,,
3,90,7.718696397941681,2.333333333333333,2.3444444444444446,-0.011111111111111516,-0.1213130683759609,,
4,54,4.631217838765009,4.438271604938272,4.912037037037037,-0.473765432098765,-0.7745282754088731,,
5,259,22.21269296740995,4.0,3.8947876447876446,0.10521235521235539,0.001562674933235664,,
