profile,n_successful_bootstraps,pct_bootstraps_profile_exists,mean_matched_N,SD_matched_N,min_matched_N,max_matched_N,mean_zINT,SD_zINT,mean_zBE,SD_zBE,mean_zINT_minus_zBE,SD_zINT_minus_zBE
0,200,100.0,192.075,113.64990488072124,28,516,1.0062681616474722,0.5897528749135472,0.7107336727826643,0.3288898518824532,0.2955344888648079,0.5814747536852162
1,200,100.0,230.345,110.71760435708887,10,446,-0.7935671892721672,0.3906664689346784,-0.4325059614897795,0.29610766826337614,-0.36106122778238775,0.4894721107424029
2,200,100.0,265.285,107.37387728220055,25,679,0.49268369587453825,0.41962482303271686,0.1846110141005406,0.28369889003673643,0.3080726817739977,0.4046254214390306
3,200,100.0,123.235,51.508791024094315,20,331,-1.5200643637013997,0.33755181407643725,-1.3677826358176361,0.2728920221172202,-0.1522817278837637,0.2903267309498421
4,200,100.0,109.255,61.205395819216264,8,531,0.5622936385164817,0.5741836400181237,1.342556557392406,0.43428975796906366,-0.780262918875924,0.4048887293064922
5,200,100.0,245.805,78.27099538521894,16,520,-0.07600087581200375,0.3503270111354247,0.02236507849836634,0.22584002416380275,-0.09836595431037008,0.35843208733483317
